fac_id,fpc_fac,fpc_abs,wgt_abs,wgt_know_b,wgt_know_c,wgt_know_d,wgt_know_e,wgt_know_f,wgt_know_g,wgt_know_h,fpc_know_b,fpc_know_c,fpc_know_d,fpc_know_e,fpc_know_f,fpc_know_g,fpc_know_h,fpc_15,fpc_67,wgt_fac,has_weights,m1saq1,m1saq2a,m1saq3,m1saq4,m1saq6,m1saq7,m1saq9b_1,m1saq9b_2,m1saq10h,m1saq10m,m1saq11h,m1saq11m,m1saq15b_1,m1saq15b_2,m1saq16,m1saq16s,m1sbq4,m1sbq8,m1sbq11,m1sbq12,m1sbq20,m1sbq23,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1scq17,m1scq18b,m1scq19b,m1scq20,m1sdq1a,m1sdq1b,m1sdq1c,m1sdq2a,m1sdq2b,m1sdq2c,m1sdq3a,m1sdq3b,m1sdq3c,m1sdq4a,m1sdq4b,m1sdq4c,m1sdq5a,m1sdq5b,m1sdq5c,m1sdq6a,m1sdq6b,m1sdq6c,m1sdq7a,m1sdq7b,m1sdq7c,m1sdq8a,m1sdq8b,m1sdq8c,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1sdq12a,m1sdq12b,m1sdq13a,m1sdq13b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq54aut,m1seq55,m1seq56,m1seq57,m1seq58,m1seq59,m1seq60,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,has_facility,country,m1scq18a,m1scq19a
136,0.32,0.4,41.540775,5.1273184,5.1273184,5.1273184,5.1273184,5.1273184,2.2788084,2.2788084,0.23148148,0.23148148,0.23148148,0.23148148,0.23148148,0.5208333,0.5208333,0.23148148,0.5208333,1.1868793,1,Oui,,3,308,136,Rural,32,31,7,35,19,45,32,31,Questionnaire rempli,2,Public,Health Center,2001-3000,Permanence et garde,Over 50,Oui,Oui,0,Oui,Oui,Oui,Oui,Non,"Oui, payé par un privé",0,"Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,0,,Non,Oui (non observé),0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,4.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,2
137,0.23880596,1.0,111.183464,41.693798,41.693798,41.693798,41.693798,41.693798,41.693798,41.693798,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,27.795866,1,Oui,,3,308,137,Rural,32,31,12,10,16,45,32,31,Questionnaire rempli,2,Public,Health Post,0-500,Permanence,50 or less,Oui,Oui,0,Oui,Oui,Oui,0,0,"Oui, payé par un privé","Oui, payé par un privé","Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Privé,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,5.0,"Oui, pas observé",Panneau solaire,,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
138,0.21064301,1.0,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,4.7800713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7800713,1,Oui,,3,308,138,Rural,32,31,11,28,14,43,32,31,Questionnaire rempli,2,Public,Health Post,0-500,Permanence,50 or less,Oui,Oui,0,0,Oui,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Privé,0,,,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Privé,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,0,,,,,,Oui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
139,0.21064301,1.0,4.38291,4.38291,4.38291,4.38291,4.38291,4.38291,2.191455,2.191455,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,2.191455,1,Oui,,3,308,139,Rural,32,31,8,30,11,40,32,31,Questionnaire rempli,2,Public,Health Post,0-500,Permanence,50 or less,Oui,Oui,0,Oui,Oui,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Privé,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Privé,0,,,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Privé,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,,,,,,Oui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
14,0.21064301,1.0,28.309877,16.177073,16.177073,16.177073,16.177073,16.177073,4.044268,4.044268,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.25,1.0,4.044268,1,Oui,,4,404,14,Rural,51,52,8,10,13,0,51,52,Questionnaire rempli,3,Public,Health Post,1001-2000,Permanence,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,2.0,"Oui, pas observé",Gaz,,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
140,0.21064301,1.0,47.273926,,,,,,15.757975,15.757975,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.757975,1,Oui,,3,308,140,Rural,41,42,8,15,12,30,41,42,Questionnaire rempli,2,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,Oui,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,,,,,,Oui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,"Oui, pas observé",0,"Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
141,0.36619717,1.0,16.16335,12.122512,12.122512,12.122512,12.122512,12.122512,4.0408373,4.0408373,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,4.0408373,1,Oui,,3,303,141,Rural,21,22,14,30,17,48,21,22,Questionnaire rempli,1,Public,Health Center,501-1000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,Oui,0,0,0,"Oui, payé par un privé","Oui, payé par un privé","Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,Non,0.0,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,3.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
142,0.7307692,0.625,32.842106,4.7894735,4.7894735,4.7894735,4.7894735,4.7894735,3.1929824,3.1929824,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.42857143,0.42857143,0.2857143,0.42857143,1.3684211,1,Oui,,3,304,142,Urban,32,31,10,5,16,40,42,41,Questionnaire rempli,2,Public,Hospital,1001-2000,Permanence,50 or less,Oui,Oui,0,Oui,Oui,Oui,Oui,0,"Oui, payé par un privé",0,"Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,8.0,"Oui, pas observé",Gaz,,0.0,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,2
143,0.21064301,1.0,17.670095,17.670095,17.670095,17.670095,17.670095,17.670095,8.835048,8.835048,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,8.835048,1,Oui,,3,304,143,Rural,41,42,11,50,15,40,41,42,Questionnaire rempli,2,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,0,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,1.0,"Oui, pas observé",Panneau solaire,,0.0,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
144,0.21064301,1.0,17.14071,10.284426,10.284426,10.284426,10.284426,10.284426,3.428142,3.428142,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,3.428142,1,Oui,,3,304,144,Rural,41,42,11,50,15,0,41,42,Questionnaire rempli,2,Public,Health Post,1001-2000,Permanence et garde,50 or less,Oui,Oui,0,0,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,8.0,"Oui, pas observé",Gaz,,0.0,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
145,0.21064301,1.0,36.718998,18.359499,18.359499,18.359499,18.359499,18.359499,18.359499,18.359499,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,9.1797495,1,Oui,,3,304,145,Rural,41,42,8,40,12,5,41,42,Questionnaire rempli,2,Public,Health Post,1001-2000,Permanence et garde,50 or less,Oui,0,Oui,0,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,Non,0.0,Non,Oui (non observé),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,0.0,0.0,Gaz,,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
