survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Tanzania-2016_100_9,Tanzania-2016,100_9,100,9,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Male,,Certificate,,No,,,
Tanzania-2016_100_8,Tanzania-2016,100_8,100,8,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_100_4,Tanzania-2016,100_4,100,4,0.2,On-call,,,1.0,Yes,11-50,5 or less,11-50,,25-34,,Clinical Officer,,Post-Secondary,,Male,,Certificate,,No,,,
Tanzania-2016_100_11,Tanzania-2016,100_11,100,11,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_100_12,Tanzania-2016,100_12,100,12,0.2,,,1.0,1.0,No,11-50,5 or less,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2016_100_3,Tanzania-2016,100_3,100,3,0.2,Authorized absence,,,1.0,Yes,11-50,5 or less,11-50,,25-34,,Clinical Officer,,Post-Secondary,,Male,,Certificate,,No,,,
Tanzania-2016_100_14,Tanzania-2016,100_14,100,14,0.2,Authorized absence,,1.0,1.0,No,11-50,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,No,Yes,No,In the 1990s
Tanzania-2016_100_10,Tanzania-2016,100_10,100,10,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_100_18,Tanzania-2016,100_18,100,18,0.2,On-call,,1.0,1.0,No,11-50,5 or less,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2016_100_17,Tanzania-2016,100_17,100,17,0.2,,On-call,1.0,1.0,No,11-50,5 or less,11-50,,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,After 2000
Tanzania-2016_100_6,Tanzania-2016,100_6,100,6,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2016_100_15,Tanzania-2016,100_15,100,15,0.2,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Other,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_100_16,Tanzania-2016,100_16,100,16,0.2,On-call,,1.0,1.0,No,11-50,5 or less,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2016_101_4,Tanzania-2016,101_4,101,4,0.14285715,,Authorized absence,1.0,1.0,No,6-10,5 or less,11-50,,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,After 2000
Tanzania-2016_101_2,Tanzania-2016,101_2,101,2,0.14285715,,,1.0,1.0,No,6-10,5 or less,11-50,Paperwork,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2016_101_7,Tanzania-2016,101_7,101,7,0.14285715,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,None,None,Yes,Yes,No,Before 1990
Tanzania-2016_101_6,Tanzania-2016,101_6,101,6,0.14285715,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2016_101_3,Tanzania-2016,101_3,101,3,0.14285715,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2016_101_1,Tanzania-2016,101_1,101,1,0.14285715,,,1.0,1.0,Yes,6-10,5 or less,11-50,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2016_101_5,Tanzania-2016,101_5,101,5,0.14285715,,,1.0,1.0,No,6-10,5 or less,11-50,With patient,25-34,25-34,Other,Other,Primary,Primary,Female,Female,None,None,Yes,Yes,No,In the 1990s
Tanzania-2016_102_1,Tanzania-2016,102_1,102,1,0.5,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2016_102_2,Tanzania-2016,102_2,102,2,0.5,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,No,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,In the 1990s
Tanzania-2016_103_1,Tanzania-2016,103_1,103,1,0.33333334,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2016_103_3,Tanzania-2016,103_3,103,3,0.33333334,Authorized absence,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,After 2000
Tanzania-2016_103_2,Tanzania-2016,103_2,103,2,0.33333334,,,1.0,1.0,No,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,In the 1990s
Tanzania-2016_104_2,Tanzania-2016,104_2,104,2,0.2857143,,,1.0,1.0,No,6-10,5 or less,6-10,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2016_104_1,Tanzania-2016,104_1,104,1,0.2857143,,,1.0,1.0,Yes,6-10,5 or less,6-10,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2016_104_5,Tanzania-2016,104_5,104,5,0.2857143,,,1.0,1.0,No,6-10,5 or less,6-10,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2016_104_4,Tanzania-2016,104_4,104,4,0.2857143,,,1.0,1.0,No,6-10,5 or less,6-10,With patient,35-44,35-44,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,In the 1990s
Tanzania-2016_104_3,Tanzania-2016,104_3,104,3,0.2857143,Official mission,,1.0,1.0,No,6-10,5 or less,6-10,Other,45 or older,45 or older,Doctor,Doctor,Secondary,Secondary,Male,Male,Certificate,Certificate,No,Yes,No,In the 1990s
Tanzania-2016_104_7,Tanzania-2016,104_7,104,7,0.2857143,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,No,6-10,5 or less,6-10,,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,No,No,,After 2000
Tanzania-2016_104_6,Tanzania-2016,104_6,104,6,0.2857143,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,No,6-10,5 or less,6-10,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,After 2000
Tanzania-2016_105_5,Tanzania-2016,105_5,105,5,0.0,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Other,Other,Secondary,Primary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,Before 1990
Tanzania-2016_105_3,Tanzania-2016,105_3,105,3,0.0,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,Before 1990
Tanzania-2016_105_1,Tanzania-2016,105_1,105,1,0.0,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Tanzania-2016_105_4,Tanzania-2016,105_4,105,4,0.0,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,Before 1990
Tanzania-2016_105_2,Tanzania-2016,105_2,105,2,0.0,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2016_106_19,Tanzania-2016,106_19,106,19,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2016_106_26,Tanzania-2016,106_26,106,26,0.2,Official mission,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Post-Secondary,,Male,,Certificate,,No,,,
Tanzania-2016_106_5,Tanzania-2016,106_5,106,5,0.2,On-call,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,Yes,After 2000
Tanzania-2016_106_1,Tanzania-2016,106_1,106,1,0.2,,,,1.0,Yes,11-50,5 or less,11-50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,Yes,,,
Tanzania-2016_106_14,Tanzania-2016,106_14,106,14,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_106_2,Tanzania-2016,106_2,106,2,0.2,"Training, seminar or meeting",,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2016_106_18,Tanzania-2016,106_18,106,18,0.2,,,1.0,1.0,No,11-50,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,In the 1990s
Tanzania-2016_106_7,Tanzania-2016,106_7,106,7,0.2,On-call,On-call,1.0,1.0,Yes,11-50,5 or less,11-50,,35-44,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,After 2000
Tanzania-2016_106_12,Tanzania-2016,106_12,106,12,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2016_106_17,Tanzania-2016,106_17,106,17,0.2,,,1.0,1.0,No,11-50,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,Before 1990
Tanzania-2016_106_3,Tanzania-2016,106_3,106,3,0.2,Sick or on maternity leave,,,1.0,Yes,11-50,5 or less,11-50,,45 or older,,Doctor,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2016_106_35,Tanzania-2016,106_35,106,35,0.2,Authorized absence,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2016_106_36,Tanzania-2016,106_36,106,36,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Primary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_9,Tanzania-2016,106_9,106,9,0.2,On-call,,,1.0,Yes,11-50,5 or less,11-50,,25-34,,Clinical Officer,,Post-Secondary,,Female,,Diploma,,No,,,
Tanzania-2016_106_4,Tanzania-2016,106_4,106,4,0.2,,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2016_106_21,Tanzania-2016,106_21,106,21,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Other,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_6,Tanzania-2016,106_6,106,6,0.2,On-call,,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Clinical Officer,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2016_106_33,Tanzania-2016,106_33,106,33,0.2,Sick or on maternity leave,,,1.0,No,11-50,5 or less,11-50,,25-34,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2016_106_13,Tanzania-2016,106_13,106,13,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2016_106_27,Tanzania-2016,106_27,106,27,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_106_16,Tanzania-2016,106_16,106,16,0.2,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_32,Tanzania-2016,106_32,106,32,0.2,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_23,Tanzania-2016,106_23,106,23,0.2,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2016_106_20,Tanzania-2016,106_20,106,20,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Other,,Post-Secondary,,Female,,Diploma,,No,,,
Tanzania-2016_106_34,Tanzania-2016,106_34,106,34,0.2,Sick or on maternity leave,,1.0,1.0,No,11-50,5 or less,11-50,With patient,35-44,35-44,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,No,Yes,Yes,In the 1990s
Tanzania-2016_106_29,Tanzania-2016,106_29,106,29,0.2,On-call,,1.0,1.0,No,11-50,5 or less,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,None,None,No,Yes,Yes,In the 1990s
Tanzania-2016_106_8,Tanzania-2016,106_8,106,8,0.2,Sick or on maternity leave,,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Clinical Officer,,Post-Secondary,,Female,,Diploma,,No,,,
Tanzania-2016_106_10,Tanzania-2016,106_10,106,10,0.2,Sick or on maternity leave,,,1.0,Yes,11-50,5 or less,11-50,,25-34,,Clinical Officer,,Post-Secondary,,Male,,Certificate,,No,,,
Tanzania-2016_106_37,Tanzania-2016,106_37,106,37,0.2,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_30,Tanzania-2016,106_30,106,30,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Primary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_25,Tanzania-2016,106_25,106,25,0.2,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Other,,Post-Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_28,Tanzania-2016,106_28,106,28,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_106_11,Tanzania-2016,106_11,106,11,0.2,On-call,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Tanzania-2016_106_22,Tanzania-2016,106_22,106,22,0.2,Sick or on maternity leave,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Post-Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_106_24,Tanzania-2016,106_24,106,24,0.2,,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2016_106_15,Tanzania-2016,106_15,106,15,0.2,,On-call,1.0,1.0,No,11-50,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,No,,After 2000
Tanzania-2016_106_38,Tanzania-2016,106_38,106,38,0.2,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_106_31,Tanzania-2016,106_31,106,31,0.2,On-call,,1.0,1.0,No,11-50,5 or less,11-50,With patient,45 or older,35-44,Other,Other,Secondary,Primary,Female,Female,Certificate,Certificate,No,Yes,Yes,After 2000
Tanzania-2016_107_1,Tanzania-2016,107_1,107,1,0.0,Official mission,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Tanzania-2016_107_5,Tanzania-2016,107_5,107,5,0.0,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2016_107_4,Tanzania-2016,107_4,107,4,0.0,,,1.0,1.0,No,5 or less,5 or less,5 or less,Looking for information or teaching,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,Before 1990
Tanzania-2016_107_2,Tanzania-2016,107_2,107,2,0.0,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2016_107_3,Tanzania-2016,107_3,107,3,0.0,Official mission,,1.0,1.0,No,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2016_108_21,Tanzania-2016,108_21,108,21,0.2,On-call,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_108_12,Tanzania-2016,108_12,108,12,0.2,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2016_108_9,Tanzania-2016,108_9,108,9,0.2,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,Before 1990
Tanzania-2016_108_13,Tanzania-2016,108_13,108,13,0.2,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Nurse,,Secondary,,Male,,Certificate,,Yes,,,
Tanzania-2016_108_26,Tanzania-2016,108_26,108,26,0.2,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Primary,,Female,,Certificate,,Yes,,,
Tanzania-2016_108_2,Tanzania-2016,108_2,108,2,0.2,,,,1.0,Yes,11-50,Over 5,11-50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2016_108_15,Tanzania-2016,108_15,108,15,0.2,On-call,,,1.0,No,11-50,Over 5,11-50,,25-34,,Nurse,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2016_108_20,Tanzania-2016,108_20,108,20,0.2,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_108_23,Tanzania-2016,108_23,108,23,0.2,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2016_108_27,Tanzania-2016,108_27,108,27,0.2,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Primary,,Female,,None,,Yes,,,
Tanzania-2016_108_25,Tanzania-2016,108_25,108,25,0.2,,,1.0,1.0,No,11-50,Over 5,11-50,Looking for information or teaching,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,In the 1990s
