country,facility_id,abs_fpc,abs_wt,act_a,admin1,admin2,adultscale_a,adultscale_b,adultscale_d,airway_a,airway_b,airway_d,amitriptyline_a,amoxicillin1_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,asphyxia_fpc,asphyxia_wt,atenolol_a,autoclave_a,autoclave_b,azithromycin_a,bagmask_a,bagmask_b,bagmask_d,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,captopril_a,cefixime2_a,cefixime_a,ceftriaxone_a,childscale_a,childscale_b,childscale_d,ciproflox_a,cotrimoxazole1_a,depo_a,diabetes_fpc,diabetes_wt,diarrhea_fpc,diarrhea_wt,diazepam1b_a,diclofenac_a,dryheat_a,dryheat_b,fac_fpc,faccomputer_a,facility_level,facmobile_a,fansidar_a,folic_a,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,glibenclam_a,has_alcohol,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_delivery,has_dispsyringe,has_facility,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_vaccarrier,has_weights,incinerator_a,incinerator_b,indcomputer_a,indmobile1_a,infantscale_a,infantscale_b,infantscale_d,internet_a,ipw,irona_a,ironb_a,ironfolic_a,magsulf_a,malaria_fpc,malaria_wt,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine1_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,ors_a,oxytocin_a,paracetamol1_a,paracetamol3_a,pentavalent_vac,phone_a,pneumococ_vac,pneumonia_fpc,pneumonia_wt,polio_vac,pph_fpc,pph_wt,publicprivate,rdt_a,ruralurban,salbutamol_a,simvastatin_a,sphgmeter_a,sphgmeter_b,sphgmeter_d,steamer_a,steamer_b,stethoscope_a,stethoscope_b,stethoscope_d,tb_fpc,tb_wt,tetanus_vac,thermometer_a,thermometer_b,thermometer_d,vaccine_store1,vaccine_store2,vign15_fpc,vign67_fpc,vitamina_a,zinctabs_a
Togo-2013,121,1.0,41.96179,Not available today,3,301,Yes (Observed),Yes (Observed),Facility,No,,,Never available,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,0.5,41.96179,Never available,No,,Never available,No,,,Not available today,Not available today,Never available,Not available today,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.0,,0.0,,Not available today,Never available,No,,0.21064301,No,Health Post,No,At least one observed (all expired),At least one observed (all expired),,,,,Not available today,Never available,No,Yes,Yes,Yes (Observed),Yes,No,Yes (Observed),1,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),1,No,,No,Yes (Observed),No,,,No,20.980894,At least one observed (all expired),At least one observed (all expired),At least one observed (not expired),Never available,0.0,,Not available today,Not available today,Never available,Never available,Not available today,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,No,Never available,0.0,,Not available today,0.5,41.96179,Public,No,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.0,,Not available today,Yes (Observed),Yes (Observed),Facility,No,Yes,0.0,0.5,At least one observed (not expired),Never available
Togo-2013,122,0.5263158,39.68421,At least one observed (not expired),3,301,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,0.5555556,2.463158,Never available,Yes (Observed),Yes (Not Observed),Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,4.105263,0.33333334,4.105263,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Hospital,No,At least one observed (all expired),At least one observed (all expired),Electrical grid,,3.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.3684211,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.33333334,4.105263,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Not available today,Not available today,Never available,No,,50 or less,1001-2000,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Never available,0.33333334,4.105263,Not available today,0.5555556,2.463158,Public,Yes,Rural,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,4.105263,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.33333334,0.5555556,At least one observed (not expired),Never available
Togo-2013,123,1.0,15.577744,At least one observed (not expired),3,301,Yes (Observed),Yes (Observed),Facility,No,,,Never available,Not available today,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),0.5,15.577744,Never available,Yes (Observed),Yes (Not Observed),Never available,No,,,At least one observed (not expired),Not available today,Never available,Never available,Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,15.577744,0.5,15.577744,Not available today,Never available,No,,0.21064301,No,Health Post,No,At least one observed (all expired),Never available,Gas,,2.0,No,Never available,Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,7.788872,Never available,Not available today,At least one observed (not expired),Never available,0.5,15.577744,At least one observed (not expired),Not available today,Never available,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,0.5,15.577744,Not available today,0.5,15.577744,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,15.577744,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,0.5,At least one observed (not expired),Never available
Togo-2013,124,1.0,6.0186367,Available but not observed (not expired),3,310,Yes (Observed),Yes (Observed),Facility,No,,,Never available,Available but not observed (not expired),Available but not observed (not expired),Available but not observed (not expired),Available but not observed (not expired),Available but not observed (not expired),1.0,2.0062122,Never available,No,,Never available,No,,,Never available,Available but not observed (not expired),Never available,Available but not observed (not expired),Never available,Never available,Never available,Available but not observed (not expired),Yes (Observed),Yes (Observed),Facility,Available but not observed (not expired),Available but not observed (not expired),Never available,1.0,2.0062122,1.0,2.0062122,Available but not observed (not expired),Available but not observed (not expired),No,,0.36619717,No,Health Post,No,Not available today,Never available,,,,,Available but not observed (not expired),Never available,Yes,Yes,Yes,No,No,No,No,1,,Yes,No,No,Yes,Yes,No,No,No,No,1,No,,No,Yes (Observed),Yes (Observed),Yes (Not Observed),Facility,No,2.0062122,Never available,Available but not observed (not expired),Available but not observed (not expired),Never available,1.0,2.0062122,Never available,Available but not observed (not expired),Available but not observed (not expired),Never available,Available but not observed (not expired),Available but not observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,Available but not observed (not expired),Available but not observed (not expired),Available but not observed (not expired),Not available today,Never available,No,Never available,1.0,2.0062122,Never available,1.0,2.0062122,Private,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,1.0,2.0062122,Never available,Yes (Observed),Yes (Observed),Facility,No,Yes,1.0,1.0,Available but not observed (not expired),Available but not observed (not expired)
Togo-2013,125,1.0,10.243511,At least one observed (not expired),3,310,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Individual,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,6.8290076,Never available,No,,Never available,No,,,Never available,Not available today,Never available,Never available,Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,6.8290076,0.5,6.8290076,Not available today,Never available,No,,0.21064301,No,Health Post,No,Not available today,Never available,,,,,Not available today,Never available,Yes,Yes,Yes,No,No,No,No,1,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,3.4145038,Never available,Never available,At least one observed (not expired),Never available,0.5,6.8290076,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Not available today,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,No,Never available,0.5,6.8290076,Never available,0.5,6.8290076,Public,Yes,Rural,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,6.8290076,Never available,Yes (Observed),Yes (Observed),Individual,No,Yes,0.5,0.5,At least one observed (not expired),Never available
Togo-2013,126,0.6666667,39.586956,At least one observed (not expired),3,310,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Individual,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6,3.47254,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.2,10.41762,0.2,10.41762,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.36619717,Yes (Observed),Health Center,No,Not available today,Never available,Electrical grid,,5.0,No,At least one observed (not expired),Not available today,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,2.083524,Never available,Never available,At least one observed (not expired),Never available,0.2,10.41762,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,501-1000,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.2,10.41762,Not available today,0.6,3.47254,Public,Yes,Rural,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Individual,No,,Yes (Observed),Yes (Observed),Individual,0.2,10.41762,At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,Yes,Yes,0.2,0.6,At least one observed (not expired),Never available
Togo-2013,127,1.0,9.819199,At least one observed (not expired),3,310,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,1.0,4.9095993,Never available,No,,Never available,No,,,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.5,9.819199,0.5,9.819199,Not available today,Not available today,No,,0.21064301,No,Health Post,No,Not available today,Never available,Gas,,2.0,Yes (Observed),Not available today,Never available,Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,4.9095993,Never available,Never available,At least one observed (not expired),Never available,0.5,9.819199,At least one observed (not expired),Not available today,Not available today,Never available,Not available today,Not available today,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.5,9.819199,Not available today,1.0,4.9095993,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,9.819199,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),Not available today
Togo-2013,128,1.0,13.8343315,At least one observed (not expired),3,302,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Individual,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,13.8343315,Never available,No,,Never available,No,,,Never available,Not available today,Never available,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,0.0,,0.0,,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Not available today,Never available,,,,,At least one observed (not expired),Never available,Yes,Yes,Yes,No,No,No,No,1,,Yes,No,Yes,No,Yes,Yes,No,No,No,1,No,,No,Yes (Observed),No,,,No,13.8343315,Never available,Never available,At least one observed (not expired),Never available,0.0,,Never available,Never available,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,50 or less,0-500,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,No,Never available,0.0,,Never available,1.0,13.8343315,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Individual,0.0,,Never available,Yes (Observed),Yes (Observed),Individual,No,Yes,0.0,1.0,At least one observed (not expired),Never available
Togo-2013,129,1.0,29.737633,At least one observed (not expired),3,302,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,4.2482333,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),Not available today,Never available,Not available today,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),Not available today,At least one observed (not expired),0.375,5.664311,0.375,5.664311,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.36619717,No,Health Center,No,At least one observed (not expired),Not available today,Electrical grid,,4.0,Yes (Observed),Not available today,Never available,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,No,Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Facility,No,2.1241167,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.375,5.664311,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,2001-3000,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Never available,0.375,5.664311,Not available today,0.5,4.2482333,Public,Yes,Rural,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.375,5.664311,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.375,0.5,At least one observed (not expired),Never available
Togo-2013,13,1.0,23.45953,At least one observed (not expired),4,404,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,2.6066144,Never available,No,,Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,5.2132287,0.5,5.2132287,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Not available today,Never available,Solar panel,,6.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Facility,Yes (Observed),2.6066144,Never available,Never available,At least one observed (not expired),Never available,0.5,5.2132287,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Not available today,Never available,Yes (Observed),Yes (Observed),Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.5,5.2132287,Not available today,1.0,2.6066144,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,5.2132287,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),At least one observed (not expired)
Togo-2013,130,1.0,14.835539,At least one observed (not expired),3,302,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,4.9451795,Never available,No,,Never available,No,,,Never available,Not available today,Never available,Not available today,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.33333334,14.835538,0.33333334,14.835538,At least one observed (not expired),Never available,No,,0.21064301,No,Health Post,No,Not available today,Never available,,,,,Never available,Never available,Yes,Yes,No,No,No,No,No,1,,Yes,No,Yes,No,Yes,Yes,No,No,No,1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,No,4.9451795,Never available,Never available,At least one observed (not expired),Never available,0.33333334,14.835538,Never available,At least one observed (not expired),Not available today,Never available,Never available,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,No,Never available,0.33333334,14.835538,Never available,1.0,4.9451795,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Individual,0.33333334,14.835538,Never available,Yes (Observed),Yes (Observed),Individual,No,Yes,0.33333334,1.0,At least one observed (not expired),Never available
Togo-2013,131,0.4347826,45.157894,At least one observed (not expired),3,302,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.14285715,9.578947,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.071428575,19.157894,0.071428575,19.157894,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Hospital,No,Not available today,At least one observed (not expired),Electrical grid,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.3684211,Never available,Never available,Not available today,At least one observed (not expired),0.071428575,19.157894,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,50 or less,501-1000,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.071428575,19.157894,Not available today,0.14285715,9.578947,Public,Yes,Urban,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.071428575,19.157894,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.071428575,0.14285715,At least one observed (not expired),Never available
Togo-2013,132,1.0,159.92508,Not available today,3,302,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,10.903982,Never available,Yes (Observed),Yes (Observed),Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,0.5,14.538643,0.5,14.538643,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.36619717,Yes (Observed),Health Center,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,3.0,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Not Observed),Facility,Yes (Observed),7.2693214,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.5,14.538643,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Not available today,No,,Over 50,1001-2000,Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,14.538643,Not available today,0.6666667,10.903982,Private,Yes,Rural,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,14.538643,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.5,0.6666667,At least one observed (not expired),Not available today
Togo-2013,133,1.0,13.107261,At least one observed (not expired),3,308,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,3.932178,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,Never available,Never available,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,3.932178,0.6666667,3.932178,At least one observed (not expired),Not available today,No,,0.21064301,No,Health Post,No,Not available today,Never available,Petrol,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),No,Individual,No,2.621452,Never available,Never available,At least one observed (not expired),Never available,0.6666667,3.932178,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Yes (Observed),No,50 or less,501-1000,Never available,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.6666667,3.932178,Not available today,0.6666667,3.932178,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Individual,0.6666667,3.932178,At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,Yes,,0.6666667,0.6666667,At least one observed (not expired),At least one observed (all expired)
Togo-2013,134,1.0,8.278694,At least one observed (not expired),3,308,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,4.139347,Never available,No,,Never available,No,,,Never available,Not available today,Never available,Never available,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,8.278694,0.5,8.278694,Not available today,Never available,No,,0.21064301,No,Health Post,No,Not available today,Never available,,,,,At least one observed (not expired),Never available,Yes,Yes,Yes,No,No,No,No,1,,Yes,No,No,Yes,Yes,No,No,No,No,1,No,,No,Yes (Observed),Yes (Observed),Yes (Not Observed),Facility,No,4.139347,Never available,Never available,At least one observed (not expired),Never available,0.5,8.278694,Never available,Not available today,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,Never available,0.5,8.278694,Never available,1.0,4.139347,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,8.278694,Never available,Yes (Observed),Yes (Observed),Facility,No,Yes,0.5,1.0,At least one observed (not expired),Not available today
Togo-2013,135,1.0,18.827217,At least one observed (not expired),3,308,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),1.0,18.827217,Never available,No,,Not available today,No,,,Never available,Never available,At least one observed (not expired),Not available today,Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),1.0,18.827217,1.0,18.827217,At least one observed (not expired),Not available today,No,,0.23880596,No,Health Post,No,Not available today,Never available,,,,,Never available,Never available,Yes,Yes,No,No,No,No,No,1,,Yes,No,Yes,No,Yes,No,No,No,No,1,No,,No,No,No,,,No,18.827217,Never available,Never available,At least one observed (not expired),Never available,1.0,18.827217,Never available,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,1.0,18.827217,Never available,1.0,18.827217,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,1.0,18.827217,Never available,Yes (Observed),Yes (Observed),Facility,No,Yes,1.0,1.0,At least one observed (not expired),Never available
