survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Mozambique-2014_100108_23,Mozambique-2014,100108_23,100108,23,0.6363636,On-call,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100108_15,Mozambique-2014,100108_15,100108,15,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_38,Mozambique-2014,100108_38,100108,38,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100108_30,Mozambique-2014,100108_30,100108,30,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_35,Mozambique-2014,100108_35,100108,35,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_40,Mozambique-2014,100108_40,100108,40,0.6363636,Official mission,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100108_27,Mozambique-2014,100108_27,100108,27,0.6363636,Authorized absence,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Primary,,Male,,Certificate,,No,,,
Mozambique-2014_100108_44,Mozambique-2014,100108_44,100108,44,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_45,Mozambique-2014,100108_45,100108,45,0.6363636,On-call,,,1,No,Over 50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100108_4,Mozambique-2014,100108_4,100108,4,0.6363636,"Training, seminar or meeting",Authorized absence,1.0,1,Yes,Over 50,Over 5,Over 50,,25-34,45 or older,Clinical Officer,Nurse,Post-Secondary,Primary,Male,Male,Advanced,Certificate,No,No,,Before 1990
Mozambique-2014_100108_6,Mozambique-2014,100108_6,100108,6,0.6363636,,Official mission,1.0,1,Yes,Over 50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,After 2000
Mozambique-2014_100108_7,Mozambique-2014,100108_7,100108,7,0.6363636,Official mission,Authorized absence,1.0,1,No,Over 50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Nurse,Post-Secondary,Secondary,Male,Female,Advanced,Diploma,No,No,,After 2000
Mozambique-2014_100108_10,Mozambique-2014,100108_10,100108,10,0.6363636,,,1.0,1,Yes,Over 50,Over 5,Over 50,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Mozambique-2014_100108_9,Mozambique-2014,100108_9,100108,9,0.6363636,,Authorized absence,1.0,1,Yes,Over 50,Over 5,Over 50,,35-44,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Secondary,Male,Female,Advanced,Diploma,Yes,No,,After 2000
Mozambique-2014_100108_41,Mozambique-2014,100108_41,100108,41,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_24,Mozambique-2014,100108_24,100108,24,0.6363636,On-call,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100108_21,Mozambique-2014,100108_21,100108,21,0.6363636,On-call,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100108_32,Mozambique-2014,100108_32,100108,32,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100108_36,Mozambique-2014,100108_36,100108,36,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_13,Mozambique-2014,100108_13,100108,13,0.6363636,On-call,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100108_25,Mozambique-2014,100108_25,100108,25,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100108_17,Mozambique-2014,100108_17,100108,17,0.6363636,On-call,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Nurse,,,,Male,,Diploma,,No,,,
Mozambique-2014_100108_42,Mozambique-2014,100108_42,100108,42,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_37,Mozambique-2014,100108_37,100108,37,0.6363636,On-call,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100108_3,Mozambique-2014,100108_3,100108,3,0.6363636,,,1.0,1,Yes,Over 50,Over 5,Over 50,With patient,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,Before 1990
Mozambique-2014_100108_43,Mozambique-2014,100108_43,100108,43,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100108_19,Mozambique-2014,100108_19,100108,19,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_39,Mozambique-2014,100108_39,100108,39,0.6363636,,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Clinical Officer,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100108_47,Mozambique-2014,100108_47,100108,47,0.6363636,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100108_2,Mozambique-2014,100108_2,100108,2,0.6363636,,On-call,1.0,1,No,Over 50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Nurse,Post-Secondary,Secondary,Female,Female,Advanced,Diploma,Yes,No,,After 2000
Mozambique-2014_100108_29,Mozambique-2014,100108_29,100108,29,0.6363636,On-call,,,1,No,Over 50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100108_34,Mozambique-2014,100108_34,100108,34,0.6363636,Authorized absence,,,1,No,Over 50,Over 5,Over 50,,35-44,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100108_11,Mozambique-2014,100108_11,100108,11,0.6363636,On-call,,1.0,1,Yes,Over 50,Over 5,Over 50,With patient,35-44,25-34,Nurse,Doctor,Secondary,Post-Secondary,Male,Male,Diploma,,No,Yes,No,After 2000
Mozambique-2014_100204_1,Mozambique-2014,100204_1,100204,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,Younger than 25,Younger than 25,Clinical Officer,Clinical Officer,,,Female,Female,Diploma,Diploma,Yes,Yes,Yes,After 2000
Mozambique-2014_100204_4,Mozambique-2014,100204_4,100204,4,0.0,Sick or on maternity leave,,,1,No,5 or less,5 or less,5 or less,,Younger than 25,,Other,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100204_3,Mozambique-2014,100204_3,100204,3,0.0,Authorized absence,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,Younger than 25,Nurse,Other,Secondary,Secondary,Female,Male,Diploma,Diploma,No,Yes,Yes,After 2000
Mozambique-2014_100204_2,Mozambique-2014,100204_2,100204,2,0.0,Authorized absence,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,,Secondary,Male,Female,Diploma,Diploma,No,Yes,Yes,After 2000
Mozambique-2014_100205_11,Mozambique-2014,100205_11,100205,11,0.45454547,On-call,Official mission,1.0,1,No,11-50,Over 5,Over 50,,25-34,25-34,Other,Doctor,Post-Secondary,Post-Secondary,Female,Male,Diploma,,No,No,,After 2000
Mozambique-2014_100205_28,Mozambique-2014,100205_28,100205,28,0.45454547,Unauthorized absence,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100205_26,Mozambique-2014,100205_26,100205,26,0.45454547,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100205_7,Mozambique-2014,100205_7,100205,7,0.45454547,Authorized absence,,1.0,1,No,11-50,Over 5,Over 50,Looking for information or teaching,25-34,25-34,Clinical Officer,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Mozambique-2014_100205_25,Mozambique-2014,100205_25,100205,25,0.45454547,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,Younger than 25,,Nurse,,Post-Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100205_1,Mozambique-2014,100205_1,100205,1,0.45454547,,,1.0,1,Yes,11-50,Over 5,Over 50,Discussion with colleagues or staff meeting,45 or older,25-34,Nurse,Clinical Officer,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Mozambique-2014_100205_30,Mozambique-2014,100205_30,100205,30,0.45454547,,,,1,No,11-50,Over 5,Over 50,,Younger than 25,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100205_27,Mozambique-2014,100205_27,100205,27,0.45454547,,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100205_9,Mozambique-2014,100205_9,100205,9,0.45454547,Other,,1.0,1,No,11-50,Over 5,Over 50,With patient,25-34,25-34,Other,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Mozambique-2014_100205_4,Mozambique-2014,100205_4,100205,4,0.45454547,,,1.0,1,Yes,11-50,Over 5,Over 50,Paperwork,25-34,35-44,Clinical Officer,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Mozambique-2014_100205_3,Mozambique-2014,100205_3,100205,3,0.45454547,,Authorized absence,1.0,1,Yes,11-50,Over 5,Over 50,,25-34,35-44,Clinical Officer,Nurse,Post-Secondary,Post-Secondary,Male,Female,Diploma,Diploma,Yes,No,,After 2000
Mozambique-2014_100205_12,Mozambique-2014,100205_12,100205,12,0.45454547,,,,1,No,11-50,Over 5,Over 50,,25-34,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100205_13,Mozambique-2014,100205_13,100205,13,0.45454547,On-call,,,1,No,11-50,Over 5,Over 50,,Younger than 25,,Other,,Post-Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100205_16,Mozambique-2014,100205_16,100205,16,0.45454547,,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100205_15,Mozambique-2014,100205_15,100205,15,0.45454547,,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100205_31,Mozambique-2014,100205_31,100205,31,0.45454547,,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Other,,,,Female,,,,Yes,,,
Mozambique-2014_100205_17,Mozambique-2014,100205_17,100205,17,0.45454547,Official mission,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100205_14,Mozambique-2014,100205_14,100205,14,0.45454547,Authorized absence,,,1,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,,,Male,,Certificate,,No,,,
Mozambique-2014_100205_23,Mozambique-2014,100205_23,100205,23,0.45454547,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100205_6,Mozambique-2014,100205_6,100205,6,0.45454547,Unauthorized absence,,1.0,1,Yes,11-50,Over 5,Over 50,Discussion with colleagues or staff meeting,25-34,35-44,Clinical Officer,Nurse,Post-Secondary,Post-Secondary,Male,Female,Diploma,Diploma,No,Yes,Yes,After 2000
Mozambique-2014_100205_21,Mozambique-2014,100205_21,100205,21,0.45454547,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100205_33,Mozambique-2014,100205_33,100205,33,0.45454547,On-call,,,1,No,11-50,Over 5,Over 50,,25-34,,Other,,,,Male,,,,No,,,
Mozambique-2014_100205_18,Mozambique-2014,100205_18,100205,18,0.45454547,On-call,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100205_22,Mozambique-2014,100205_22,100205,22,0.45454547,Unauthorized absence,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100205_20,Mozambique-2014,100205_20,100205,20,0.45454547,,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100205_10,Mozambique-2014,100205_10,100205,10,0.45454547,,On-call,1.0,1,No,11-50,Over 5,Over 50,,35-44,35-44,Other,Other,Post-Secondary,,Male,Male,Diploma,,Yes,No,,After 2000
Mozambique-2014_100205_19,Mozambique-2014,100205_19,100205,19,0.45454547,,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100205_8,Mozambique-2014,100205_8,100205,8,0.45454547,Authorized absence,On-call,1.0,1,No,11-50,Over 5,Over 50,,35-44,25-34,Other,Nurse,Post-Secondary,Post-Secondary,Male,Female,Diploma,Diploma,No,No,,After 2000
Mozambique-2014_100205_2,Mozambique-2014,100205_2,100205,2,0.45454547,,,1.0,1,Yes,11-50,Over 5,Over 50,With patient,25-34,45 or older,Doctor,Nurse,Post-Secondary,Post-Secondary,Male,Male,,Diploma,Yes,Yes,No,After 2000
Mozambique-2014_100205_32,Mozambique-2014,100205_32,100205,32,0.45454547,,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Other,,,,Male,,,,Yes,,,
Mozambique-2014_100205_24,Mozambique-2014,100205_24,100205,24,0.45454547,,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100205_29,Mozambique-2014,100205_29,100205,29,0.45454547,Unauthorized absence,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100205_5,Mozambique-2014,100205_5,100205,5,0.45454547,On-call,Authorized absence,1.0,1,Yes,11-50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Male,Diploma,Diploma,No,No,,After 2000
Mozambique-2014_100205_34,Mozambique-2014,100205_34,100205,34,0.45454547,,,,1,No,11-50,Over 5,Over 50,,25-34,,Other,,,,Female,,,,Yes,,,
Mozambique-2014_100209_30,Mozambique-2014,100209_30,100209,30,0.2,,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Mozambique-2014_100209_9,Mozambique-2014,100209_9,100209,9,0.2,,,1.0,1,No,11-50,Over 5,Over 50,Discussion with colleagues or staff meeting,25-34,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Secondary,Female,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Mozambique-2014_100209_41,Mozambique-2014,100209_41,100209,41,0.2,,,,1,No,11-50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Female,,Certificate,,Yes,,,
Mozambique-2014_100209_21,Mozambique-2014,100209_21,100209,21,0.2,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,35-44,,Clinical Officer,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_14,Mozambique-2014,100209_14,100209,14,0.2,Official mission,,,1,No,11-50,Over 5,Over 50,,35-44,,Nurse,,,,Male,,Diploma,,No,,,
Mozambique-2014_100209_40,Mozambique-2014,100209_40,100209,40,0.2,,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_39,Mozambique-2014,100209_39,100209,39,0.2,Unauthorized absence,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Nurse,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_11,Mozambique-2014,100209_11,100209,11,0.2,,,,1,No,11-50,Over 5,Over 50,,Younger than 25,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_33,Mozambique-2014,100209_33,100209,33,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100209_16,Mozambique-2014,100209_16,100209,16,0.2,Unauthorized absence,,,1,No,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100209_35,Mozambique-2014,100209_35,100209,35,0.2,,,,1,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_17,Mozambique-2014,100209_17,100209,17,0.2,,,,1,No,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_6,Mozambique-2014,100209_6,100209,6,0.2,,On-call,1.0,1,No,11-50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Nurse,Secondary,,Male,Female,Diploma,Diploma,Yes,No,,After 2000
Mozambique-2014_100209_36,Mozambique-2014,100209_36,100209,36,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,,,Male,,Diploma,,No,,,
Mozambique-2014_100209_28,Mozambique-2014,100209_28,100209,28,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100209_12,Mozambique-2014,100209_12,100209,12,0.2,,,,1,No,11-50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_13,Mozambique-2014,100209_13,100209,13,0.2,Official mission,,,1,No,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100209_29,Mozambique-2014,100209_29,100209,29,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,Younger than 25,,Nurse,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_34,Mozambique-2014,100209_34,100209,34,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_32,Mozambique-2014,100209_32,100209,32,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100209_25,Mozambique-2014,100209_25,100209,25,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100209_31,Mozambique-2014,100209_31,100209,31,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Mozambique-2014_100209_10,Mozambique-2014,100209_10,100209,10,0.2,,,1.0,1,Yes,11-50,Over 5,Over 50,With patient,Younger than 25,45 or older,Clinical Officer,Clinical Officer,,,Female,Female,Diploma,Diploma,Yes,Yes,Yes,Before 1990
Mozambique-2014_100209_15,Mozambique-2014,100209_15,100209,15,0.2,,,,1,No,11-50,Over 5,Over 50,,35-44,,Other,,Secondary,,Male,,Advanced,,Yes,,,
Mozambique-2014_100209_20,Mozambique-2014,100209_20,100209,20,0.2,,,,1,No,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,,,Female,,Diploma,,Yes,,,
Mozambique-2014_100209_38,Mozambique-2014,100209_38,100209,38,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_27,Mozambique-2014,100209_27,100209,27,0.2,On-call,,,1,Yes,11-50,Over 5,Over 50,,25-34,,Nurse,,,,Female,,Diploma,,No,,,
Mozambique-2014_100209_24,Mozambique-2014,100209_24,100209,24,0.2,On-call,,,1,No,11-50,Over 5,Over 50,,25-34,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Mozambique-2014_100209_18,Mozambique-2014,100209_18,100209,18,0.2,,,,1,No,11-50,Over 5,Over 50,,35-44,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_26,Mozambique-2014,100209_26,100209,26,0.2,,,,1,No,11-50,Over 5,Over 50,,25-34,,Other,,Secondary,,Male,,Diploma,,Yes,,,
Mozambique-2014_100209_4,Mozambique-2014,100209_4,100209,4,0.2,Authorized absence,,1.0,1,No,11-50,Over 5,Over 50,With patient,25-34,35-44,Clinical Officer,Doctor,Post-Secondary,Post-Secondary,Female,Male,Advanced,,No,Yes,No,After 2000
Mozambique-2014_100209_37,Mozambique-2014,100209_37,100209,37,0.2,Unauthorized absence,,,1,Yes,11-50,Over 5,Over 50,,45 or older,,Nurse,,Primary,,Male,,Certificate,,No,,,
