country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2016,143,0.45454547,20.239094,At least one observed (not expired),Form as stated,7,1,12,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),,No,,At least one observed (not expired),Form as stated,9.199588,At least one observed (not expired),Form as stated,Electrical grid,24.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,No,,9.199588,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,50 or less,0-500,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.15384616,59.797318,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,145,0.4347826,2.323691,At least one observed (not expired),Form as stated,7,1,22,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Never available,No,,,Never available,,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,1.0103003,At least one observed (not expired),Form as stated,Electrical grid,5.0,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,No,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,1.0103003,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,50 or less,0-500,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.18181819,5.5566516,Never available,,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,147,1.0,11.138157,At least one observed (not expired),Form as stated,7,1,112,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,No,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,No,,,Never available,,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,11.138157,Not available today,,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,,,Yes,No,,,1,No,,Yes,,Yes,No,,,,,,Yes,,1,,No,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,11.138157,Not available today,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,Not available today,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,,No,,,,Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,,,0.25,44.552628,Not available today,,No,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,148,1.0,4.9606705,At least one observed (not expired),Form as stated,7,1,172,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Not available today,,Yes (Observed),Yes (Observed),Health Post,No,,At least one observed (not expired),Form as stated,4.9606705,At least one observed (not expired),Form as stated,Electrical grid,7.0,Yes (Observed),Not available today,,Never available,,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (all expired),Yes,Never available,,,,,,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,4.9606705,Never available,,At least one observed (not expired),Form as stated,Not available today,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,Over 50,0-500,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not available today,,No,,Yes,Not available today,,Rural,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,14.882011,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,No,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2016,149,0.18181819,16.978699,At least one observed (not expired),Form as stated,7,1,172,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,3.0870361,At least one observed (not expired),Form as stated,Electrical grid,6.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,At least one observed (all expired),Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),3.0870361,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Not Observed),Yes (Observed),,Over 50,Over 3000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.13606645,22.68771,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,15,1.0,26.963009,At least one observed (not expired),Form as stated,1,2,183,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,At least one observed (not expired),Form as stated,No,,,At least one observed (all expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (all expired),No,,,Never available,,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,26.963009,Not available today,,Gas,4.0,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,,No,,Yes (Observed),Yes (Observed),No,,No,,,Never available,,No,,26.963009,Not available today,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,Yes,No,No,Yes,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,,1.0,26.963009,At least one observed (not expired),Form as stated,Yes,No,No,Yes,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,No,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2016,154,0.07936508,36.00742,At least one observed (not expired),Form as stated,7,1,52,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),Not available today,,2.8577318,Not available today,,Electrical grid,5.0,Yes (Observed),Not available today,,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Not Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,No,,No,,,Not available today,,No,,2.8577318,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,Not available today,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Over 50,Over 3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,No,,Not available today,At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Not available today,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Not Observed),,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.059394084,48.114754,Never available,,No,No,No,No,No,No,No,Yes (Not Observed),No,No,No waste visible,No,No,No,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2016,156,0.14705883,10.049618,At least one observed (not expired),Form as stated,7,1,32,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Not available today,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,1.477885,At least one observed (not expired),Form as stated,Electrical grid,6.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,,Yes (Observed),No,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,Yes (Observed),Yes (Observed),No,,No,,Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),1.477885,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,,Over 3000,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Not available today,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Not available today,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.16508062,8.952504,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, unprotected area",No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,157,1.0,15.771024,At least one observed (not expired),Form as stated,7,1,222,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,No,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,No,,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,15.771024,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,Never available,,No,,,,No,No,,,1,Yes,,Yes,,No,No,,,,,,Yes,,1,,No,At least one observed (not expired),Form as stated,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,15.771024,Never available,,Never available,,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,,0-500,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,No,,,,Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,Yes,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,,,0.33333334,47.313072,Never available,,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,Yes,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2016,159,0.37037036,17.600397,At least one observed (not expired),Form as stated,7,1,122,Yes (Observed),Yes (Observed),,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Not Observed),Yes (Not Observed),,Not available today,,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Not Observed),Yes (Not Observed),,Never available,,Yes (Observed),Yes (Observed),Hospital,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,6.518666,At least one observed (not expired),Form as stated,Electrical grid,2.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,No,,No,,,Not available today,,Yes (Observed),Yes (Observed),6.518666,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,Not available today,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Not Observed),Yes (Not Observed),,50 or less,2001-3000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,Yes,No,No,No,Yes,No,No,No,No,No waste visible,No,Yes,Yes,No,Yes,Never available,,Yes (Not Observed),Yes (Not Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,,1.0,6.518666,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,Yes,No,Yes,Yes,At least one observed (not expired),Form as stated
