country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2014,205,1.0,6.077895,At least one observed (not expired),Form as stated,7,2,999,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Never available,,No,,,At least one observed (not expired),Form as stated,No,,,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,No,,Yes (Observed),Yes (Observed),,Never available,,Yes (Not Observed),Yes (Not Observed),Health Post,Yes (Not Observed),Yes (Not Observed),At least one observed (not expired),Form as stated,6.077895,Not available today,,,,,At least one observed (not expired),Form as stated,Never available,,No,,,,Yes,No,,,1,No,,Yes,,No,No,,,,,,Yes,,1,,No,Never available,,,,,,,Yes (Not Observed),Yes (Not Observed),Yes (Not Observed),Yes (Not Observed),Yes (Observed),Yes (Observed),No,,,Never available,,Yes (Not Observed),Yes (Not Observed),6.077895,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire with partial save or not completed,Never available,,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,,1001-2000,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,Yes (Not Observed),Yes (Not Observed),,,Private,Never available,,Yes (Not Observed),Yes (Not Observed),Yes,Not available today,,Urban,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,,,,,1.0,6.077895,Never available,,No,Yes,No,No,No,Yes,No,No,No,No,"Waste visible, protected area",No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,206,1.0,7.906569,At least one observed (not expired),Form as stated,7,2,999,No,,,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,No,,,Not available today,,No,,,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,No,,No,,,Never available,,Yes (Not Observed),Yes (Not Observed),Health Post,Yes (Not Observed),Yes (Not Observed),At least one observed (not expired),Form as stated,7.906569,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,Never available,,No,,,,Yes,No,,,1,No,,Yes,,Yes,Yes,,,,,,Yes,,1,,Yes,Never available,,,,,,,Yes (Not Observed),Yes (Not Observed),Yes (Not Observed),Yes (Not Observed),Yes (Observed),Yes (Observed),No,,,Never available,,Yes (Not Observed),Yes (Not Observed),7.906569,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Never available,,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,Yes (Not Observed),Yes (Not Observed),,,Private,Never available,,Yes (Not Observed),Yes (Not Observed),Yes,Never available,,Urban,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",Yes,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,No,,,,0.5,15.813138,Never available,,No,Yes,No,No,No,No,Yes,No,No,No,"Waste visible, protected area",No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,207,0.71428573,9.227288,At least one observed (not expired),Form as stated,7,2,999,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,No,,,,Never available,,Never available,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,No,,,Never available,,Yes (Observed),Yes (Observed),Health Center,No,,Not available today,,6.5909204,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,,,No,No,,,1,No,,Yes,,No,No,,,,,,No,,1,,Yes,At least one observed (not expired),Form as stated,,,,,,No,,No,,No,,No,,,Not available today,,Yes (Observed),Yes (Observed),6.5909204,Never available,,Never available,,Never available,,Questionnaire finalized,Never available,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,Yes (Observed),Yes (Observed),,,Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,Yes,No,No,Not inspected,No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,No,,,,0.25,26.363682,At least one observed (not expired),Form as stated,No,No,No,No,No,No,Yes,No,No,No,No waste visible,No,2.0,No,No,No,No,Not available today,
Tanzania-2014,208,0.45454547,15.517872,At least one observed (not expired),Form as stated,7,2,999,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Not available today,,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Never available,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,No,,At least one observed (not expired),Form as stated,7.053578,At least one observed (not expired),Form as stated,Electrical grid,13.333333,No,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,No,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,No,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),No,,,Not recommended at given facility level,,No,,7.053578,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Not available today,,No,,,Over 50,0-500,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Private,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,No,0.6666667,10.580367,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,No,No,No,No waste visible,No,2.0,No,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2014,209,1.0,2.2777817,At least one observed (not expired),Form as stated,7,3,102,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,2.2777817,At least one observed (not expired),Form as stated,Electrical grid,5.5555553,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,,Yes (Observed),Yes,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,,No,,No,,No,,No,,,Never available,,Yes (Observed),Yes (Observed),2.2777817,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,Yes (Observed),Yes (Observed),Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,Yes,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,6.8333454,At least one observed (not expired),Form as stated,No,No,No,No,No,Yes,No,Yes (Observed),No,No,No waste visible,No,2.0,Yes,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,21,1.0,10.229496,At least one observed (not expired),Form as stated,1,3,123,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,No,,,Not available today,,No,,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,10.229496,At least one observed (not expired),Form as stated,Gas,3.8888888,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,No,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,,No,,No,,No,,Yes (Observed),Yes (Observed),,Not recommended at given facility level,,No,,10.229496,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,Never available,,At least one observed (not expired),Not available today,,Never available,,Never available,,Not available today,,Never available,,Never available,,At least one observed (all expired),Form as stated,Yes (Observed),Yes (Observed),,50 or less,501-1000,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,No,At least one observed (not expired),Form as stated,Rural,Not available today,,No,Yes,No,Yes,No,No,No,No,No,No waste visible,No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,10.229496,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,210,1.0,2.2777817,At least one observed (not expired),Form as stated,7,3,102,Yes (Observed),Yes (Observed),,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,No,,Health Post,No,,At least one observed (not expired),Form as stated,2.2777817,At least one observed (not expired),Form as stated,Electrical grid,4.4444447,Yes (Observed),Never available,,Never available,,No,,,Yes (Observed),No,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Observed),No,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,2.2777817,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,,,Over 3000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Other,No,No,No,Yes,No,No,No,No,No,No waste visible,No,No,Yes,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,4.5555634,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,2.0,Yes,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,211,0.14285715,14.703077,At least one observed (not expired),Form as stated,7,3,12,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,2.1004398,At least one observed (not expired),Form as stated,Electrical grid,3.8888888,Yes (Observed),At least one observed (not expired),Form as stated,Not recommended at given facility level,,Yes,Yes,Yes,No,Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),2.1004398,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),Yes (Observed),,Over 50,Over 3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Never available,,No,Yes,No,No,No,Yes,No,No,No,No waste visible,No,No,No,No,No,Not recommended at given facility level,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.08799099,23.871077,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,212,0.22222222,9.451979,At least one observed (not expired),Form as stated,7,3,12,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),Form as stated,No,,,Not available today,,No,,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,Never available,No,,,Never available,,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,2.1004398,At least one observed (not expired),Form as stated,Gas,23.333334,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,No,Yes (Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,,,No,,No,,No,,No,,,Never available,,No,,2.1004398,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Not available today,,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,50 or less,Over 3000,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Urban,Not available today,,No,Yes,No,No,No,No,No,No,No,No waste visible,No,No,No,No,No,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,No,0.35714287,5.8812313,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,No,No,No,No waste visible,No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,213,1.0,7.082772,At least one observed (not expired),Form as stated,7,3,42,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,7.082772,At least one observed (not expired),Form as stated,Gas,23.88889,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,7.082772,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Over 50,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,7.082772,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,2.0,Yes,No,No,Yes,At least one observed (not expired),Form as stated
