survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Niger-2015_118_1,Niger-2015,118_1,118,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_119_1,Niger-2015,119_1,119,1,1.0,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,Younger than 25,Younger than 25,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,No,,
Niger-2015_12_1,Niger-2015,12_1,12,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,Other,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Niger-2015_120_1,Niger-2015,120_1,120,1,0.5,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_120_2,Niger-2015,120_2,120,2,0.5,Unauthorized absence,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Primary,Primary,Male,Male,Certificate,Certificate,No,No,,
Niger-2015_121_1,Niger-2015,121_1,121,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_122_1,Niger-2015,122_1,122,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Niger-2015_123_1,Niger-2015,123_1,123,1,1.0,,Sick or on maternity leave,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,No,,
Niger-2015_124_1,Niger-2015,124_1,124,1,1.0,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,No,,
Niger-2015_125_1,Niger-2015,125_1,125,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_126_1,Niger-2015,126_1,126,1,1.0,,Sick or on maternity leave,1.0,1,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,
Niger-2015_127_1,Niger-2015,127_1,127,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_129_1,Niger-2015,129_1,129,1,1.0,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,No,,
Niger-2015_13_1,Niger-2015,13_1,13,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,Yes,Yes,After 2000
Niger-2015_130_1,Niger-2015,130_1,130,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_131_1,Niger-2015,131_1,131,1,1.0,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,
Niger-2015_132_1,Niger-2015,132_1,132,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_134_1,Niger-2015,134_1,134,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Certificate,None,Yes,Yes,Yes,After 2000
Niger-2015_135_1,Niger-2015,135_1,135,1,1.0,,Other,1.0,1,Yes,5 or less,5 or less,5 or less,,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_136_1,Niger-2015,136_1,136,1,1.0,,Other,1.0,1,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Niger-2015_136_2,Niger-2015,136_2,136,2,1.0,Authorized absence,Other,1.0,1,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Nurse,Nurse,Primary,Primary,Female,Female,Diploma,Diploma,No,No,,
Niger-2015_137_2,Niger-2015,137_2,137,2,0.6666667,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_137_3,Niger-2015,137_3,137,3,0.6666667,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_137_1,Niger-2015,137_1,137,1,0.6666667,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,Yes,,After 2000
Niger-2015_138_3,Niger-2015,138_3,138,3,0.8333333,,,1.0,1,Yes,6-10,5 or less,6-10,Paperwork,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Niger-2015_138_5,Niger-2015,138_5,138,5,0.8333333,On-call,On-call,1.0,1,Yes,6-10,5 or less,6-10,,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_138_1,Niger-2015,138_1,138,1,0.8333333,On-call,On-call,1.0,1,Yes,6-10,5 or less,6-10,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_138_2,Niger-2015,138_2,138,2,0.8333333,,On-call,1.0,1,Yes,6-10,5 or less,6-10,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Niger-2015_138_6,Niger-2015,138_6,138,6,0.8333333,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,6-10,5 or less,6-10,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_138_4,Niger-2015,138_4,138,4,0.8333333,,On-call,1.0,1,Yes,6-10,5 or less,6-10,,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_139_10,Niger-2015,139_10,139,10,0.54545456,,,1.0,1,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Niger-2015_139_6,Niger-2015,139_6,139,6,0.54545456,"Training, seminar or meeting",,,1,Yes,11-50,Over 5,11-50,,35-44,,Nurse,,Secondary,,Female,,Advanced,,No,,,
Niger-2015_139_14,Niger-2015,139_14,139,14,0.54545456,,Official mission,1.0,1,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_139_11,Niger-2015,139_11,139,11,0.54545456,,,1.0,1,Yes,11-50,Over 5,11-50,With patient,25-34,25-34,Other,Other,Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_139_8,Niger-2015,139_8,139,8,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_139_15,Niger-2015,139_15,139,15,0.54545456,"Training, seminar or meeting",,,1,Yes,11-50,Over 5,11-50,,25-34,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_139_4,Niger-2015,139_4,139,4,0.54545456,,,1.0,1,Yes,11-50,Over 5,11-50,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_139_13,Niger-2015,139_13,139,13,0.54545456,"Training, seminar or meeting",,,1,Yes,11-50,Over 5,11-50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_139_12,Niger-2015,139_12,139,12,0.54545456,,,1.0,1,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Primary,Primary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Niger-2015_139_1,Niger-2015,139_1,139,1,0.54545456,,,1.0,1,Yes,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,,Before 1990
Niger-2015_139_5,Niger-2015,139_5,139,5,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_139_2,Niger-2015,139_2,139,2,0.54545456,,,,1,Yes,11-50,Over 5,11-50,,35-44,,Nurse,,Primary,,Female,,Diploma,,Yes,,,
Niger-2015_139_7,Niger-2015,139_7,139,7,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_139_3,Niger-2015,139_3,139,3,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_139_9,Niger-2015,139_9,139,9,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_139_16,Niger-2015,139_16,139,16,0.54545456,,,,1,No,11-50,Over 5,11-50,,35-44,,Nurse,,Post-Secondary,,Male,,Advanced,,Yes,,,
Niger-2015_14_1,Niger-2015,14_1,14,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,Other,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Niger-2015_140_2,Niger-2015,140_2,140,2,0.0,On-call,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,Yes,After 2000
Niger-2015_140_1,Niger-2015,140_1,140,1,0.0,,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,Yes,,Before 1990
Niger-2015_140_4,Niger-2015,140_4,140,4,0.0,,,1.0,1,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Primary,Primary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Niger-2015_140_3,Niger-2015,140_3,140,3,0.0,,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Other,Primary,Primary,Female,Female,Diploma,Certificate,Yes,Yes,Yes,After 2000
Niger-2015_141_5,Niger-2015,141_5,141,5,0.2,On-call,Authorized absence,1.0,1,No,5 or less,5 or less,6-10,,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_141_3,Niger-2015,141_3,141,3,0.2,On-call,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_141_2,Niger-2015,141_2,141,2,0.2,On-call,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_141_4,Niger-2015,141_4,141,4,0.2,On-call,,1.0,1,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,Yes,After 2000
Niger-2015_141_1,Niger-2015,141_1,141,1,0.2,,,1.0,1,Yes,5 or less,5 or less,6-10,Paperwork,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,,In the 1990s
Niger-2015_142_2,Niger-2015,142_2,142,2,0.85714287,,On-call,1.0,1,Yes,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_142_1,Niger-2015,142_1,142,1,0.85714287,,On-call,1.0,1,Yes,6-10,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_142_7,Niger-2015,142_7,142,7,0.85714287,On-call,On-call,1.0,1,Yes,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_142_5,Niger-2015,142_5,142,5,0.85714287,,On-call,1.0,1,Yes,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_142_4,Niger-2015,142_4,142,4,0.85714287,On-call,On-call,1.0,1,Yes,6-10,5 or less,11-50,,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_142_6,Niger-2015,142_6,142,6,0.85714287,,On-call,1.0,1,Yes,6-10,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_142_3,Niger-2015,142_3,142,3,0.85714287,On-call,,1.0,1,Yes,6-10,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Male,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_143_2,Niger-2015,143_2,143,2,0.6666667,,On-call,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Niger-2015_143_1,Niger-2015,143_1,143,1,0.6666667,,Unauthorized absence,1.0,1,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Niger-2015_143_3,Niger-2015,143_3,143,3,0.6666667,,,1.0,1,Yes,5 or less,5 or less,5 or less,Paperwork,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Niger-2015_144_21,Niger-2015,144_21,144,21,0.54545456,On-call,Other,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_144_6,Niger-2015,144_6,144,6,0.54545456,,,,1,Yes,11-50,Over 5,11-50,,25-34,,Nurse,,Secondary,,Female,,Advanced,,Yes,,,
Niger-2015_144_24,Niger-2015,144_24,144,24,0.54545456,On-call,,1.0,1,Yes,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,Yes,After 2000
Niger-2015_144_3,Niger-2015,144_3,144,3,0.54545456,,,1.0,1,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Niger-2015_144_18,Niger-2015,144_18,144,18,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Niger-2015_144_19,Niger-2015,144_19,144,19,0.54545456,On-call,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Nurse,,Secondary,,Female,,Advanced,,No,,,
Niger-2015_144_5,Niger-2015,144_5,144,5,0.54545456,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,11-50,Over 5,11-50,,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Advanced,Advanced,No,No,,
Niger-2015_144_2,Niger-2015,144_2,144,2,0.54545456,,,,1,No,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Male,,Advanced,,Yes,,,
Niger-2015_144_7,Niger-2015,144_7,144,7,0.54545456,,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Nurse,,Primary,,Female,,Diploma,,Yes,,,
Niger-2015_144_1,Niger-2015,144_1,144,1,0.54545456,Authorized absence,,,1,Yes,11-50,Over 5,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_144_9,Niger-2015,144_9,144,9,0.54545456,Authorized absence,Authorized absence,1.0,1,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_144_11,Niger-2015,144_11,144,11,0.54545456,,On-call,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Male,Advanced,Advanced,Yes,No,,
Niger-2015_144_10,Niger-2015,144_10,144,10,0.54545456,Authorized absence,,1.0,1,Yes,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,After 2000
Niger-2015_144_4,Niger-2015,144_4,144,4,0.54545456,,,1.0,1,Yes,11-50,Over 5,11-50,With patient,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Niger-2015_144_15,Niger-2015,144_15,144,15,0.54545456,On-call,,,1,Yes,11-50,Over 5,11-50,,25-34,,Nurse,,Secondary,,Female,,Advanced,,No,,,
Niger-2015_144_17,Niger-2015,144_17,144,17,0.54545456,On-call,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Nurse,,Secondary,,Female,,Advanced,,No,,,
Niger-2015_144_16,Niger-2015,144_16,144,16,0.54545456,On-call,,,1,Yes,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_144_22,Niger-2015,144_22,144,22,0.54545456,Authorized absence,,,1,Yes,11-50,Over 5,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_144_14,Niger-2015,144_14,144,14,0.54545456,Authorized absence,Authorized absence,1.0,1,Yes,11-50,Over 5,11-50,,25-34,25-34,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Niger-2015_144_13,Niger-2015,144_13,144,13,0.54545456,On-call,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Nurse,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_144_20,Niger-2015,144_20,144,20,0.54545456,,,,1,Yes,11-50,Over 5,11-50,,25-34,,Nurse,,Secondary,,Female,,Advanced,,Yes,,,
Niger-2015_144_8,Niger-2015,144_8,144,8,0.54545456,Authorized absence,,1.0,1,Yes,11-50,Over 5,11-50,With patient,Younger than 25,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,In the 1990s
Niger-2015_144_12,Niger-2015,144_12,144,12,0.54545456,Authorized absence,,,1,Yes,11-50,Over 5,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Niger-2015_144_23,Niger-2015,144_23,144,23,0.54545456,,,,1,Yes,11-50,Over 5,11-50,,25-34,,Other,,Primary,,Female,,Certificate,,Yes,,,
Niger-2015_145_2,Niger-2015,145_2,145,2,0.6666667,,On-call,1.0,1,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Primary,Primary,Female,Female,Diploma,Diploma,Yes,No,,
Niger-2015_145_3,Niger-2015,145_3,145,3,0.6666667,On-call,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
