fac_id,wgt_fac,wgt_abs,wgt_know,has_weights,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32a,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58,has_facility,country,m1seq32b
2104007,1.9797298,1.9797298,1.9797298,1,21,4.0,405.0,2104007,Rural,212001,212002.0,,8,0,,12.0,0.0,,9.0,0.0,,12.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,0,,0,,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104008,1.9797298,1.9797298,1.9797298,1,21,4.0,406.0,2104008,Rural,212001,212002.0,,9,0,,12.0,0.0,,9.0,30.0,,12.0,30.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,Yes,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,Yes,Yes,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,Never available,At least one observed (AND non-expired),Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104009,1.9797298,1.9797298,1.9797298,1,21,4.0,406.0,2104009,Rural,212001,212002.0,,8,0,,12.0,0.0,,9.0,0.0,,13.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,0,,0,,0,,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,Never available,Not available today,Never available,Not available today,Never available,Not available today,Never available,Not available today,Never available,Not available today,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104011,1.9797298,1.9797298,1.9797298,1,21,4.0,407.0,2104011,Rural,212001,212002.0,,9,0,,12.0,30.0,,8.0,0.0,,9.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,Yes,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104012,1.9797298,1.9797298,1.9797298,1,21,4.0,408.0,2104012,Rural,212001,212002.0,,12,0,,15.0,0.0,,8.0,0.0,,9.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,Yes,0,Yes,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,Yes,0,Yes,0.0,Yes,0,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0.0,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),0.0,No,Yes,,Yes,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104013,1.9797298,1.9797298,1.9797298,1,21,4.0,408.0,2104013,Rural,212001,212002.0,,13,0,,14.0,30.0,,9.0,30.0,,12.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,Yes,Yes,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,Yes (not obsered),No,Yes (observed),No,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,0.0,0.0,No,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2104014,1.9797298,1.9797298,3.9594595,1,21,4.0,409.0,2104014,Rural,212001,212002.0,,8,30,,13.0,0.0,,12.0,30.0,,14.0,0.0,212001.0,212002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,Yes,0,0,0,0,0,0.0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,Yes,0.0,Yes,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2105001,1.9797298,1.9797298,2.9695945,1,21,5.0,501.0,2105001,Rural,212005,212006.0,,9,0,,11.0,15.0,,12.0,20.0,,13.0,5.0,212005.0,212106.0,Questionnaire Completed,20.0,Yes,.,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,Yes,0,0,0,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,Yes,0.0,0,0,Yes,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0.0,,Yes - guidelines observed,Yes,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,Yes (not obsered),No,0.0,,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
2105003,1.9797298,1.9797298,2.9695945,1,21,5.0,502.0,2105003,Rural,212005,212006.0,,12,3,,15.0,30.0,,10.0,5.0,,10.0,45.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,Yes,0,0,0,0.0,0,0.0,                              ,0.0,,0,0,0,0,0.0,0.0,Yes,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Never available,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,1.0
2105004,1.9797298,1.9797298,3.9594595,1,21,5.0,502.0,2105004,Rural,212005,212006.0,,12,10,,13.0,5.0,,9.0,45.0,,10.0,30.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,0,0,Yes,0.0,0,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0.0,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,Yes (observed),No,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,Yes but not observed,Yes,,0.0,Yes,,,,,,,,,4.0,Available,4.0,4.0,5.0,4.0,4.0,4.0,Yes and observed,Yes but not observed,Yes and observed,Yes and observed,Yes but not observed,1,Nigeria-2013,0.0
2105009,1.9797298,1.9797298,3.9594595,1,21,5.0,505.0,2105009,Rural,212005,212006.0,,12,0,,2.0,30.0,,8.0,30.0,,10.0,30.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Hospital,Over 50,501-1000,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,Yes,0,0,Yes,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,Yes (not obsered),No,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
2105013,1.9797298,1.9797298,1.9797298,1,21,5.0,510.0,2105013,Rural,212005,212006.0,,12,30,,14.0,10.0,,9.0,25.0,,9.0,40.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,Yes (not obsered),No,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,Available,Available,Available,Yes and observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
2105014,1.9797298,1.9797298,1.9797298,1,21,5.0,506.0,2105014,Rural,212005,212006.0,,9,0,,10.0,15.0,,10.0,50.0,,11.0,20.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,Yes,0,0,0,0,0,0.0,0,0.0,                              ,0.0,NO WASTE VISIBLE,0,0,0,0,0.0,0.0,Yes,0,0,0,0,0,0.0,                              ,0.0,NO WASTE VISIBLE,,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,No,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,4.0,Available,Available,Available,Yes and observed,0.0,Yes and observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
2105017,1.9797298,1.9797298,1.9797298,1,21,5.0,507.0,2105017,Rural,212005,212006.0,,10,15,,11.0,56.0,,9.0,5.0,,10.0,0.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),0.0,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,NO WASTE VISIBLE,0,0,0,0,Yes,0.0,0,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (observed),0.0,0,,0,,0,,0,,0,,0,,0,,Yes (not obsered),No,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,Never available,Not available today,Not available today,Never available,Never available,Never available,Not available today,Not available today,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,5.0,Available,Available,Available,Yes and observed,0.0,0.0,0.0,0.0,1,Nigeria-2013,0.0
2105020,1.9797298,1.9797298,3.9594595,1,21,5.0,509.0,2105020,Rural,212005,212006.0,,13,20,,2.0,55.0,,11.0,0.0,,12.0,10.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,NO WASTE VISIBLE,0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,NO WASTE VISIBLE,,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,Yes (observed),No,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,0.0,Yes,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,Yes and observed,Yes and observed,0.0,0.0,1,Nigeria-2013,0.0
2105930,,,,1,21,5.0,511.0,2105930,Rural,212005,212006.0,,9,3,,2.0,0.0,,11.0,5.0,,12.0,20.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,Yes,0,0,0,0,0.0,0,0.0,                              ,0.0,NO WASTE VISIBLE,0,0,0,Yes,Yes,0.0,0,0,0,0,0,0,0.0,                              ,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0.0,,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,4.0,4.0,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed,1,Nigeria-2013,1.0
2105936,,,,1,21,5.0,508.0,2105936,Rural,212005,212006.0,,10,45,,2.0,23.0,,9.0,15.0,,11.0,50.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,Yes(Not Observed),,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,                              ,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,0,,0,,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (observed),0.0,Yes (observed),0.0,Yes (observed),0.0,Yes (observed),0.0,0.0,,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,Never available,Never available,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,5.0,Available,Available,Available,Yes but not observed,0.0,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
2105937,,,,1,21,5.0,501.0,2105937,Rural,212005,212006.0,,11,20,,14.0,45.0,,11.0,53.0,,13.0,30.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,501-1000,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,Yes,0,0,0.0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,0,Yes,0,0,0,0,0.0,                              ,0.0,WASTE VISIBLE BUT PROTECTED AREA,0.0,,Yes - guidelines observed,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0.0,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Available,Available,Available,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
