fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13
10303,49,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
10303,50,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,
10801,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
10801,2,5 or less,5 or less,5 or less,Clinical Officer,,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,,Diploma,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),No
11001,1,6-10,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,4.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes
11001,2,6-10,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,4.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Female,35-44,Yes,,A interpretar trabalho de laboratório ou radiografias,Yes
11001,3,6-10,5 or less,5 or less,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,4.0,3.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,A interpretar trabalho de laboratório ou radiografias,No
11001,4,6-10,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,No,Non-authorised,Yes,,4.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,No,Non-authorised,,
11005,1,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,25-34,No,Yes,,No,,11.0,13.0,Nurse,Secondary,Diploma,After 2000,Female,35-44,Yes,,Em consulta (cuidados presenciais),Yes
11005,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,Yes,,No,Yes,11.0,33.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A executar trabalho de laboratório,Yes
11005,3,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Female,25-34,Yes,No,Official mission,No,,11.0,25.0,Nurse,,Diploma,After 2000,Female,25-34,No,Training/seminar/meeting,,
11005,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,No,Yes,,Yes,,11.0,8.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,No,Training/seminar/meeting,,
11005,5,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Advanced,Female,25-34,Yes,Yes,,No,Yes,11.0,18.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,No,Training/seminar/meeting,,
11005,6,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,12.0,Nurse,Secondary,Diploma,Before 1990,Female,45 or older,Yes,,Em consulta (cuidados presenciais),Yes
11005,7,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,Training/seminar/meeting,No,,11.0,38.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A preencherformulários,Yes
11005,8,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,Sickness/maternity,Yes,,11.0,39.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencherformulários,Yes
11005,9,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,Sickness/maternity,No,,11.0,31.0,Clinical Officer,,Diploma,After 2000,Female,25-34,No,Sickness/maternity,,
11005,10,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,11.0,37.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,Yes
11005,11,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,11.0,2.0,Doctor,Post-Secondary,99.0,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
11005,12,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,45 or older,Yes,No,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,
11005,13,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
11005,14,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11005,15,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,Intership,No,,,,,,,,,,,,,
11005,16,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11005,17,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,18,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,No,Training/seminar/meeting,Yes,,,,,,,,,,,,,
11005,19,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,20,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,45 or older,Yes,No,Intership,No,,,,,,,,,,,,,
11005,21,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
11005,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
11005,23,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
11005,24,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,35-44,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,25,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,25-34,Yes,No,Training/seminar/meeting,Yes,,,,,,,,,,,,,
11005,26,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11005,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
11005,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11005,29,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
11005,30,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
11005,31,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Female,25-34,Yes,No,Sickness/maternity,Yes,,,,,,,,,,,,,
11005,32,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
11005,33,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
11005,34,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,35,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11005,36,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,35-44,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
11005,37,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
11005,38,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,Yes,,Yes,,,,,,,,,,,,,
11005,39,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
11005,40,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
11005,41,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
11005,43,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11005,44,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11005,45,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11005,46,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
11005,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
11005,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
11005,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
11005,50,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,Yes,No,10.0,49.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,45 or older,No,Authorised absence (permision/leave),,
11104,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,No,Official mission,No,,10.0,37.0,Nurse,Secondary,Diploma,After 2000,Male,Younger than 25,No,"On call (pre on call, post on call)",,
11104,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,25-34,Yes,Yes,,Yes,Yes,10.0,11.0,Nurse,Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,A consultar informação médica,Yes
11104,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,10.0,1.0,Doctor,Post-Secondary,Advanced,After 2000,Male,35-44,No,Official mission,,
11104,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,No,Yes,,Yes,,10.0,38.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A interpretar trabalho de laboratório ou radiografias,Yes
11104,6,Over 50,Over 50,Over 5,Other,Primary,Certificate,Male,35-44,Yes,Yes,,No,No,10.0,5.0,Clinical Officer,Post-Secondary,Advanced,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
11104,7,Over 50,Over 50,Over 5,Other,Primary,Certificate,Female,25-34,Yes,No,"On call (pre on call, post on call)",No,,10.0,26.0,Nurse,,Diploma,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
11104,8,Over 50,Over 50,Over 5,Other,,Diploma,Female,35-44,Yes,Yes,,No,Yes,10.0,21.0,Other,,Diploma,After 2000,Male,35-44,No,Official mission,,
11104,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,10.0,3.0,Clinical Officer,Post-Secondary,Advanced,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),Yes
11104,10,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,10.0,14.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),Yes
11104,11,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,45 or older,No,Yes,,Yes,,,,,,,,,,,,,
11104,12,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
11104,13,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
11104,14,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,No,,,,,,,,,,,,
11104,15,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,No,,,,,,,,,,,,
11104,16,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
11104,17,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
11104,18,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Female,Younger than 25,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,19,Over 50,Over 50,Over 5,Other,,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
11104,20,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,21,Over 50,Over 50,Over 5,Other,,Diploma,Male,35-44,No,Yes,,Yes,,,,,,,,,,,,,
11104,22,Over 50,Over 50,Over 5,Other,,Diploma,Female,35-44,No,No,Sickness/maternity,No,,,,,,,,,,,,,
11104,23,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,24,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,25,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,26,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,35-44,No,Yes,,Yes,,,,,,,,,,,,,
11104,27,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
11104,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
11104,30,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,31,Over 50,Over 50,Over 5,Other,,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
11104,32,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,33,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,34,Over 50,Over 50,Over 5,Other,,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
11104,35,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,36,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
11104,37,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,No,Yes,,Yes,,,,,,,,,,,,,
11104,38,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,Yes,,Yes,,,,,,,,,,,,,
11104,39,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
11104,40,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,41,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
11104,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,43,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,44,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,45,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,46,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
11104,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
11104,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
11104,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,No,Yes,,Yes,,,,,,,,,,,,,
11104,50,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
11111,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,2.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),No
11111,2,5 or less,5 or less,5 or less,Other,Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Other,Secondary,Diploma,After 2000,Female,25-34,Yes,,A interpretar trabalho de laboratório ou radiografias,No
11205,1,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,No,Yes,,No,,11.0,3.0,Doctor,Post-Secondary,Advanced,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),Yes
11205,2,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,No,11.0,9.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
11205,3,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,Yes,Yes,11.0,26.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Escrever uma receita,Yes
