fac_id,staff_id,mod5_id,m5s0q1_2,m5s0q2_2,m5s0q3_2,m5s0q4_2,m5s0q7_1,m5s0q7_2,m5s0q7_3,m5s0q7_5,m5s0q7_6,m5s0q7_7,m5s0q8_h,m5s0q8_mn,m5s0q9_h,m5s0q9_mn,m5s1q1_01,m5s1q1_02,m5s1q1_03,m5s1q1_04,m5s1q1_05,m5s1q1_06,m5s1q1_07,m5s1q1_08,m5s1q1_09,m5s1q1_10,m5s1q1_11,m5s1q1_12,m5s1q1_13,m5s1q1_a1,m5s1q1_a2,m5s1q1_a3,m5s1q1_a4,m5s1q1_a5,m5s1q2_01,m5s1q2_02,m5s1q2_03,m5s1q2_04,m5s1q2_05,m5s1q2_06,m5s1q2_07,m5s1q2_08,m5s1q2_09,m5s1q2_10,m5s1q2_11,m5s1q2_a1,m5s1q2_a2,m5s1q2_a3,m5s1q2_a4,m5s1q2_a5,m5s1q3_01,m5s1q3_02,m5s1q3_03,m5s1q3_04,m5s1q4_01,m5s1q3_a1,m5s1q3_a2,m5s1q3_a3,m5s1q3_a4,m5s1q3_a5,m5s1q4_02,m5s1q4_03,m5s1q4_04,m5s1q4_05,m5s1q4_a1,m5s1q4_a2,m5s1q4_a3,m5s1q4_a4,m5s1q4_a5,m5s1q5_01,m5s1q5_02,m5s1q5_03,m5s1q5_04,m5s1q5_05,m5s1q5_06,m5s1q5_a1,m5s1q5_a2,m5s1q5_a3,m5s1q5_a4,m5s1q5_a5,m5s1q6_01,m5s1q6_02,m5s1q6_03,m5s1q6_04,m5s1q6_05,m5s1q6_a1,m5s1q6_a2,m5s1q6_a3,m5s1q6_a4,m5s1q6_a5,m5s2q1_01,m5s2q1_02,m5s2q1_03,m5s2q1_04,m5s2q1_05,m5s2q1_06,m5s2q1_07,m5s2q1_08,m5s2q1_09,m5s2q1_10,m5s2q1_11,m5s2q1_a1,m5s2q1_a2,m5s2q1_a3,m5s2q1_a4,m5s2q1_a5,m5s2q2_01,m5s2q2_02,m5s2q2_03,m5s2q2_04,m5s2q2_05,m5s2q2_06,m5s2q2_07,m5s2q2_08,m5s2q2_09,m5s2q2_a1,m5s2q2_a2,m5s2q2_a3,m5s2q2_a4,m5s2q2_a5,m5s2q3_01,m5s2q3_02,m5s2q3_03,m5s2q3_a1,m5s2q3_a2,m5s2q3_a3,m5s2q3_a4,m5s2q3_a5,m5s2q4_01,m5s2q4_02,m5s2q4_03,m5s2q4_04,m5s2q4_05,m5s2q4_a1,m5s2q4_a2,m5s2q4_a3,m5s2q4_a4,m5s2q4_a5,m5s2q5_01,m5s2q5_02,m5s2q5_03,m5s2q5_04,m5s2q5_05,m5s2q5_06,m5s2q5_07,m5s2q5_a1,m5s2q5_a2,m5s2q5_a3,m5s2q5_a4,m5s2q5_a5,m5s2q6_01,m5s2q6_02,m5s2q6_03,m5s2q6_04,m5s2q6_05,m5s2q6_06,m5s2q6_a1,m5s2q6_a2,m5s2q6_a3,m5s2q6_a4,m5s2q6_a5,m5s3q1_01,m5s3q1_02,m5s3q1_03,m5s3q1_04,m5s3q1_05,m5s3q1_06,m5s3q1_07,m5s3q1_08,m5s3q1_a1,m5s3q1_a2,m5s3q1_a3,m5s3q1_a4,m5s3q1_a5,m5s3q2_01,m5s3q2_02,m5s3q2_03,m5s3q2_04,m5s3q2_05,m5s3q2_06,m5s3q2_a1,m5s3q2_a2,m5s3q2_a3,m5s3q2_a4,m5s3q2_a5,m5s3q3_01,m5s3q3_02,m5s3q3_03,m5s3q3_a1,m5s3q3_a2,m5s3q3_a3,m5s3q3_a4,m5s3q3_a5,m5s3q4_01,m5s3q4_02,m5s3q4_03,m5s3q4_04,m5s3q4_05,m5s3q4_a1,m5s3q4_a2,m5s3q4_a3,m5s3q4_a4,m5s3q4_a5,m5s3q5_01,m5s3q5_02,m5s3q5_03,m5s3q5_04,m5s3q5_05,m5s3q5_06,m5s3q5_07,m5s3q5_a1,m5s3q5_a2,m5s3q5_a3,m5s3q5_a4,m5s3q5_a5,m5s3q6_01,m5s3q6_02,m5s3q6_03,m5s3q6_a1,m5s3q6_a2,m5s3q6_a3,m5s3q6_a4,m5s3q6_a5,m5s4q1_01,m5s4q1_02,m5s4q1_03,m5s4q1_04,m5s4q1_05,m5s4q1_06,m5s4q1_07,m5s4q1_08,m5s4q1_09,m5s4q1_10,m5s4q1_a1,m5s4q1_a2,m5s4q1_a3,m5s4q1_a4,m5s4q1_a5,m5s4q2_01,m5s4q2_02,m5s4q2_03,m5s4q2_04,m5s4q2_05,m5s4q2_a1,m5s4q2_a2,m5s4q2_a3,m5s4q2_a4,m5s4q2_a5,m5s4q3_01,m5s4q3_02,m5s4q3_03,m5s4q3_a1,m5s4q3_a2,m5s4q3_a3,m5s4q3_a4,m5s4q3_a5,m5s4q4_01,m5s4q4_02,m5s4q4_03,m5s4q4_04,m5s4q4_05,m5s4q4_06,m5s4q4_a1,m5s4q4_a2,m5s4q4_a3,m5s4q4_a4,m5s4q4_a5,m5s4q5_01,m5s4q5_02,m5s4q5_03,m5s4q5_04,m5s4q5_05,m5s4q5_06,m5s4q5_a1,m5s4q5_a2,m5s4q5_a3,m5s4q5_a4,m5s4q5_a5,m5s4q6_01,m5s4q6_02,m5s4q6_03,m5s4q6_04,m5s4q6_05,m5s4q6_06,m5s4q6_07,m5s4q6_08,m5s4q6_a1,m5s4q6_a2,m5s4q6_a3,m5s4q6_a4,m5s4q6_a5,m5s5q1_01,m5s5q1_02,m5s5q1_03,m5s5q1_04,m5s5q1_05,m5s5q1_06,m5s5q1_07,m5s5q1_08,m5s5q1_09,m5s5q1_10,m5s5q1_11,m5s5q1_a1,m5s5q1_a2,m5s5q1_a3,m5s5q1_a4,m5s5q1_a5,m5s5q2_01,m5s5q2_02,m5s5q2_03,m5s5q2_04,m5s5q2_05,m5s5q2_a1,m5s5q2_a2,m5s5q2_a3,m5s5q2_a4,m5s5q2_a5,m5s5q3_01,m5s5q3_02,m5s5q3_03,m5s5q3_04,m5s5q3_05,m5s5q3_06,m5s5q3_07,m5s5q3_08,m5s5q3_a1,m5s5q3_a2,m5s5q3_a3,m5s5q3_a4,m5s5q3_a5,m5s5q4_01,m5s5q4_02,m5s5q4_03,m5s5q4_04,m5s5q4_05,m5s5q4_06,m5s5q4_a1,m5s5q4_a2,m5s5q4_a3,m5s5q4_a4,m5s5q4_a5,m5s5q5_01,m5s5q5_02,m5s5q5_03,m5s5q5_04,m5s5q5_a1,m5s5q5_a2,m5s5q5_a3,m5s5q5_a4,m5s5q5_a5,m5s5q6_01,m5s5q6_02,m5s5q6_03,m5s5q6_04,m5s5q6_05,m5s5q6_06,m5s5q6_07,m5s5q6_08,m5s5q6_09,m5s5q6_a1,m5s5q6_a2,m5s5q6_a3,m5s5q6_a4,m5s5q6_a5,m5s6q1,m5s6q3,m5s6q4,m5s6q5,m1s2q1,strate,weight_m5
11,91,90,11,6,21,124,Questionnaire complet,Oui,12,Questionnaire complet,Oui,1,12.0,15.0,12.0,40.0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,5 or less,12,27.32106
12,91,133,92,10,37,145,Questionnaire complet,Oui,91,Questionnaire complet,Oui,3,16.0,2.0,16.0,27.0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,PRISE  DE POIDS  OTHORRHEE,,,,,Non,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,,,,,,Non,Oui,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,RENDEZ VOUS  EXPLICATION  DE L ACT,,,,,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,REFERENCE  TASSETTE,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERENCE  A TASSETTE  POSTE  DE SANTE,,,,,Oui,Oui,Non,Non,Oui,Oui,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,REFERENCE  A TASSETTE  POSTE  DE SANTE,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFERENCE  AU POSTE  DE SANTE  DE TASSET,TE APRES LE MOTIF DE CONSULTATION,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,,,,,,Oui,Non,Non,Non,Non,ANALYSE  SANGUINE  DE NATURE PRECISE,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,REFERENCE  AU POSTE  DE SANTE  TASETTE,OBSERVATION  DE TRAITEMENT,,,,Other,45 or older,11-20,Femme,5 or less,20,58.846375
13,91,53,51,4,16,140,Questionnaire complet,Oui,52,Questionnaire complet,Oui,2,16.0,27.0,16.0,40.0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,COTRINADAZOLE,,,,,Non,Oui,Non,Non,Non,,,,,,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,Non,Non,SI PAS D AMELIORATION  REFFEENCE,,,,,Non,Non,Non,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,PRISE DE POIDS,,,,,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFFERENCE  AU NIVEAU  SUPERIEUR,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,REFFERENCE  AU NIVEAU  SUPERIEUR,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Other,45 or older,10 or less,Homme,5 or less,8,11.746859
14,91,102,81,10,38,150,Questionnaire complet,Oui,82,Questionnaire complet,Oui,3,15.0,0.0,15.0,25.0,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,ETAT  CIVIL,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,RHUME,,,,,Non,Non,Non,Non,Non,Non,AMOXICILLINE,VOGALENE,,,,Non,Non,Non,Non,Non,RENDEZ VOUS  DANS UNE SEMEINE,,,,,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,,,,,,Non,Non,Oui,Non,Non,,,,,,Non,Non,Oui,Non,Non,Oui,Non,VOGALENE,,,,,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,VOMISSEMENT,DIARRHEE,,,,Non,Non,Non,Non,Oui,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,,,,,,Non,Oui,Non,Non,Oui,Oui,Non,,,,,,Non,Non,Non,RENDEZ VOUS DANS 3 JOURS,,,,,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,PRESENCE  DE VOMISSEMENT,BRULURE MICTIONNELLE,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,TEST  DE GROSSESSE,,,,,Non,Non,Non,Non,Non,Non,ECOULEMENT  VAGINAL  ANORMAL,,,,,Non,Oui,Non,Non,Non,Non,POLYGYMAX,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Oui,Non,PARACETAMOL,CARBOCYSTEINE,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Other,25-34,10 or less,Homme,5 or less,20,15.786184
15,91,62,41,3,11,120,Questionnaire complet,Oui,42,Questionnaire complet,Oui,2,16.0,30.0,16.0,55.0,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,COPHDON,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,MAUX DE TETE,,,,,Non,Non,Non,Non,Non,Non,PARACETAMOL  SIROP,BACTRIM,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERER AU POSTE,,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,,,,,,Non,Non,Non,Non,Oui,Non,,,,,,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFERER AU POSTE,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,REFERE AU POSTE,,,,,Other,35-44,10 or less,Homme,5 or less,6,5.8988733
16,91,119,81,10,34,133,Questionnaire complet,Oui,82,Questionnaire complet,Oui,3,11.0,18.0,11.0,25.0,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,INFECTION RESPIRATOIRE  AIGUE,,,,,Non,Non,Non,Non,Non,Non,COTRIMOXAZOLE,,,,,Non,Oui,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,Non,SI PAS  D AMELIORATION  REVENIR  RDV A,48 HEURES,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,IRA  INSUFFISSANCE  RESPIRATOIRE   AIGUE,,,,,Non,Non,Non,Non,Non,Non,Non,ET REFERER,,,,,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERER  A LA SAGE  FEMME,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERER AU POSTE  DE SANTE,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Other,45 or older,11-20,Femme,5 or less,20,4.866996
17,91,105,92,2,6,116,Questionnaire complet,Oui,91,Questionnaire complet,Oui,3,10.0,40.0,11.0,3.0,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,ICTERE,,,,,Non,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,,,,,,Non,Oui,Non,Non,Non,Non,PARACETAMOL,,,,,Oui,Oui,Non,Non,Non,REFERENCE SI HYPERTHERMIE,,,,,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,Non,Non,HUILE SUCRE  LAIT  LHS,,,,,Non,Non,Non,Non,Non,Non,REFERENCE  AUSSI,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Oui,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,PARACETAMOL,ACT,EAU  ET  SEL,,,Non,Non,Non,SI HYPERTHERMIE,REFERER  AU POSTE  DE SANTE,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFERER A LA  MATRONE,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,ARRET  DU TABAC,REFERER  AU POSTE  DE SANTE,EVITER  LA POUSSIERE  REPOS  PHYSIQUE,,,Other,45 or older,10 or less,Homme,5 or less,4,31.05147
18,91,125,92,10,33,148,Questionnaire complet,Oui,91,Questionnaire complet,Oui,3,13.0,8.0,13.0,19.0,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,PARACETAMOL,,,,,Non,Non,Non,Non,Non,REFERER  AU DISTRICT  DE KABA,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERER AU POSTE  DE SANTE,,,,,Oui,Oui,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,REFERER AU POSTE  DE KABA,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFERER AU POSTE  DE KABA,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,REFERER AU POSTE  DE KABA,,,,,Other,25-34,10 or less,Femme,5 or less,20,20.536959
19,91,67,41,3,11,138,Questionnaire complet,Oui,42,Questionnaire complet,Oui,2,10.0,0.0,10.0,25.0,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,EST CE QU IL EXISTE  D AUTRES SYMTOMES?,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,EXAMEN  CARDIAQUE,,,,,Oui,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,,,,,,Non,Oui,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Oui,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,REFERER ICP,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,REFERE AU POSTE,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFERER  AU POSTE,,,,,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,REFERER AU POSTE,,,,,Other,25-34,10 or less,Femme,5 or less,6,32.057858
20,91,33,52,4,14,139,Questionnaire complet,Oui,32,Questionnaire complet,Oui,2,10.0,49.0,11.0,7.0,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,,,,,,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Non,Oui,Non,Non,,,,,,Non,Oui,Non,Non,Non,Non,,,,,,Non,Oui,Non,Oui,Non,,,,,,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Oui,Non,Non,,,,,,Non,Non,Oui,Non,Non,Non,Non,,,,,,Non,Non,Non,Oui,Non,Non,IMPORTANCE D UNE CONSULTATION PRECOCE,,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,ABSENCE DE VOMISSEMENT,ABSENCE DE DIARRHEE,ABSENCE ECOULEMENT  NASALE,,,Non,Non,Non,Non,Oui,Non,PRISE DE POIDS,,,,,Non,Non,Non,,,,,,Oui,Non,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,Non,Non,,,,,,Non,Oui,Oui,,,,,,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,BULLETIN DE REFERENCE  VERS SAGE FEMME,,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,RENDEZ VOUS APRES CONSUTATION CHEZ LA SA,GE FEMME,,,,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,,,,,,Oui,Oui,Non,Non,Non,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,REFFERER AU DISTRICT POUR MEILLEURE  PRI,SE EN CHARGE,,,,Non,Non,Non,Non,Non,Non,,,,,,Non,Non,Non,Non,REFFERENCE  AU NIVEAU  SUPERIEUR,,,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,Other,25-34,10 or less,Homme,6-10,8,70.66384
