fac_id,fac_wgt,fac_fpc,abs_wgt,abs_fpc,know_fpc_b,know_wgt_b,know_fpc_c,know_wgt_c,know_fpc_d,know_wgt_d,know_fpc_e,know_wgt_e,know_fpc_f,know_wgt_f,know_fpc_g,know_wgt_g,know_fpc_h,know_wgt_h,know_fpc_i,know_wgt_i,know_fpc_j,know_wgt_j,know_wgt_15,know_fpc_15,know_wgt_69,know_fpc_69,has_weights,m1saq3,m1saq4,m1saq6,m1saq7,m1saq11_1c,m1saq11_2c,m1saq12_hr,m1saq12_mn,m1saq13_hr,m1saq13_mn,m1saq15_1c,m1saq15_2c,m1saq16_hr,m1saq16_mn,m1saq17_hr,m1saq17_mn,m1saq18_ce,m1saq18r,m1saq18c,m1saq18su,m1sa1q1,m1sa1q2,m0s0q0,m1sbq4,m1sbq8,m1sbq13,m1sbq23,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1sbq30,m1scq17_a,m1scq17_b,m1scq17_c,m1scq17_d,m1scq17_e,m1scq17_f,m1scq17_g,m1scq17_h,m1scq17_i,m1scq17_j,m1scq17_k,m1scq17_l,m1scq17_m,m1scq17_n,m1scq17_o,m1scq18,m1scq20_a,m1scq20_b,m1scq20_c,m1scq20_d,m1scq20_e,m1scq20_f,m1scq20_g,m1scq20_h,m1scq20_i,m1scq20_j,m1scq20_k,m1scq20_l,m1scq20_m,m1scq20_n,m1scq20_o,m1scq21,m1scq22,m1scq23,m1scq24,m1scq25,m1scq26_a,m1scq26_f,m1scq27_a,m1scq27_f,m1scq28_a,m1scq28_f,m1scq29_a,m1scq29_f,m1scq30_a,m1scq30_f,m1scq31_a,m1scq31_f,m1scq32_a,m1scq32_f,m1scq33_a,m1scq33_f,m1sdq1a,m1sdq1b1,m1sdq2a,m1sdq2b1,m1sdq3a,m1sdq3b1,m1sdq4a,m1sdq4b1,m1sdq5a,m1sdq5b1,m1sdq6a,m1sdq6b1,m1sdq7a,m1sdq7b1,m1sdq8a,m1sdq8b1,m1sdq8aa,m1sdq8ab,m1sdq8ba,m1sdq8bb,m1sdq9a,m1sdq9b1,m1sdq10a,m1sdq10b1,m1sdq11a,m1sdq11b1,m1sdq12a,m1sdq12b1,m1sdq13a,m1sdq13b1,m1seq1a,m1seq2a,m1seq3a,m1seq4a,m1seq5a,m1seq6a,m1seq7a,m1seq8a,m1seq9a,m1seq10a,m1seq11a,m1seq12a,m1seq13a,m1seq14a,m1seq15a,m1seq16a,m1seq17a,m1seq18a,m1seq19a,m1seq20a,m1seq21a,m1seq22a,m1seq23a,m1seq24a,m1seq25a,m1seq26a,m1seq27a,m1seq28a,m1seq29a,m1seq30a,m1seq31a,m1seq32a,m1seq33a,m1seq34a,m1seq35a,m1seq36a,m1seq37a,m1seq38a,m1seq39a,m1seq40a,m1seq41a,m1seq42a,m1seq43a,m1seq44a,m1seq45a,m1seq46a,m1seq47a,m1seq48a,m1seq49a,m1seq50,m1seq51,m1seq51a,m1seq52,m1seq52a,m1seq52b,m1seq52c,m1seq53,m1seq53a,m1seq53b,m1seq53c,m1seq53d,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58,m1seq59,m1seq60,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq65a,m1seq66,m1seq67,m1seq68,m1seq69,m1seq70,m1seq71,has_facility,country
7,5.7609222938120705,0.3809524,5.7609224,1.0,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,1.0,5.7609224,5.7609224,1.0,5.7609224,1.0,1,1,106,7,Rural,122,123,15,5,18,0,100,100,11,20,11,29,121,Questionnaire rempli,100,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,0-500,,,,,,,,,0,Oui,0,0,0,0,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,0,Oui,0,0,0,0,0,0,0,0,0,Non,0,Non,0,,,PAS DE DÉCHETS VISIBLES,Oui ? directives observées,0.0,0,,0,,0,,Oui (observé),Oui (observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0.0,0,,0,,0,,0.0,,0,,0,,0.0,,Oui (Non observé),Oui (Non observé),0,,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,Au moins un observé (et non périmé),0,0.0,0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Oui (dans l?établissement),2004.0,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
70,12.40625,0.11764706,24.8125,0.5,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,70,Rural,422,423,14,0,17,0,421,421,9,0,10,0,421,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,1001-2000,50 or less,Oui,0.0,Oui,Oui,Oui,0.0,0.0,0,Oui,0,0,0,0,0,0,0,0,0,Non,0,0,0,"DÉCHETS VISIBLES, NON PROTÉGÉS",0,Oui,0,0,0,0,0,0,0,0,0,Non,0,Non,0,,,"DÉCHETS VISIBLES, NON PROTÉGÉS",0.0,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,0,,0,,Oui (Non observé),Oui (Non observé),0,,0,,0.0,,0,,0,,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),0,0,Au moins un observé (et non périmé),0,0.0,0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Oui (dans l?établissement),2010.0,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
71,12.40625,0.11764706,24.8125,0.5,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,71,Rural,422,423,10,0,14,30,421,421,10,0,10,30,421,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,0-500,50 or less,Oui,0.0,0.0,Oui,Oui,0.0,0.0,0,Oui,0,0,0,0,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,0,Oui,0,0,0,0,0,0,0,0,0,Non,0,Non,0,,,PAS DE DÉCHETS VISIBLES,0.0,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),0.0,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),0,0,0,0,0.0,0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Oui (dans l?établissement),2012.0,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
72,12.40625,0.11764706,24.8125,0.5,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,72,Rural,422,423,9,0,13,0,421,421,10,30,11,0,421,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,501-1000,50 or less,Oui,0.0,Oui,Oui,Oui,0.0,0.0,0,0,0,0,0,Oui,0,0,0,0,0,Non,0,0,0,"DÉCHETS VISIBLES, NON PROTÉGÉS",0,0,0,0,0,Oui,0,0,0,0,0,Non,0,Non,0,,,"DÉCHETS VISIBLES, NON PROTÉGÉS",Oui ? directives observées,0.0,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0.0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),0,,0,,0.0,,0,,0,,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,0,Au moins un observé (et non périmé),0,0.0,0,0,0,Au moins un observé (et non périmé),Oui (dans l?établissement),2010.0,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
73,12.40625,0.11764706,12.40625,1.0,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,73,Rural,413,412,13,30,16,25,413,412,9,20,9,48,411,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,501-1000,,,,,,,,,0,0,0,0,0,Oui,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,0,0,0,0,0,Oui,0,0,0,0,0,Non,0,Non,0,,,PAS DE DÉCHETS VISIBLES,Oui ? directives non observées,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,Oui (Non observé),Oui (Non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),0,,0,,0.0,,0,,0,,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,Au moins un observé (et non périmé),0,0.0,0,0,0,0.0,0,,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
74,12.40625,0.11764706,12.40625,1.0,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,74,Rural,413,412,17,10,19,30,413,412,11,3,11,35,411,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,0-500,,,,,,,,,0,0,0,0,0,Oui,0,0,0,0,0,Non,0,0,0,DÉCHETS VISIBLES MAIS  ZONE PROTÉGÉE,0,0,0,0,0,Oui,0,0,0,0,0,Non,0,Non,0,,,DÉCHETS VISIBLES MAIS  ZONE PROTÉGÉE,0.0,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),0.0,,Oui (Non observé),Oui (Non observé),0,,0,,0,,0,,0,,Oui (Non observé),Oui (observé),0,,0,,0.0,,0,,0,,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,0,Au moins un observé (et non périmé),0,0.0,0,0,0,Au moins un observé (et non périmé),0,,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
75,12.40625,0.11764706,24.8125,0.5,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,75,Rural,413,412,10,5,13,7,413,412,8,10,8,30,411,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,1001-2000,,,,,,,,,Oui,0,0,0,0,Oui,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,Oui,0,0,0,0,Oui,0,0,0,0,0,Non,0,Non,0,,,PAS DE DÉCHETS VISIBLES,0.0,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,Au moins un observé (et non périmé),0,Au moins un observé (et non périmé),0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
76,12.40625,0.11764706,12.40625,1.0,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,1.0,12.40625,12.40625,1.0,12.40625,1.0,1,4,408,76,Rural,413,412,19,30,22,36,413,412,14,7,14,20,411,Questionnaire rempli,400,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Post,1001-2000,50 or less,Oui,0.0,Oui,Oui,Oui,0.0,Oui,Oui,0,0,0,0,Oui,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,Oui,0,0,0,0,Oui,0,0,0,0,0,Non,0,Non,0,,,PAS DE DÉCHETS VISIBLES,0.0,0.0,0,,0,,0,,Oui (non observé),Oui (non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,0,,0,,0,,Oui (Non observé),Oui (Non observé),0,,0,,0.0,,Oui (Non observé),Oui (Non observé),0,,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,0,Au moins un observé (et non périmé),0,0.0,0,0,0,0.0,0,,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
77,2.0850169403876846,0.2580645,33.36027,0.0625,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,1.0,2.085017,2.085017,1.0,2.085017,1.0,1,8,890,77,Urban,623,622,9,16,16,33,621,621,12,5,12,44,621,Questionnaire rempli,600,Questionnaire rempli,Oui,,Questionnaire filalized,Private,Health Post,Over 3000,,,,,,,,,0,0,0,0,0,0,0,Oui,0,0,0,Non,0,0,0,DÉCHETS VISIBLES MAIS  ZONE PROTÉGÉE,0,0,0,0,0,0,0,Oui,0,0,0,Non,0,Non,0,,,DÉCHETS VISIBLES MAIS  ZONE PROTÉGÉE,0.0,0.0,Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),Oui (non observé),0,,Oui (non observé),Oui (non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0.0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,Oui (Non observé),0.0,Oui (Non observé),Oui (Non observé),0,,0,,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),0,0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),0,0,0,Au moins un observé (et non périmé),0,,0,,,,,,,,,,,,,,,,,,,1,Niger-2015
78,44.875,0.27586207,179.5,0.25,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,1.0,44.875,44.875,1.0,44.875,1.0,1,5,504,78,Rural,113,112,7,30,9,36,111,111,12,11,12,23,111,Questionnaire rempli,100,Questionnaire rempli,Oui,,Questionnaire filalized,Public,Health Center,2001-3000,,,,,,,,,0,0,Oui,0,0,0,0,0,0,0,0,Non,0,0,0,PAS DE DÉCHETS VISIBLES,Oui,0,0,0,0,0,0,0,0,0,0,Non,0,Non,0,,,"DÉCHETS VISIBLES, NON PROTÉGÉS",Oui ? directives non observées,Oui,0,,0,,0,,Oui (non observé),Oui (non observé),0,,Oui (non observé),Oui (non observé),0,,0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),0,,0,,0,,Oui (Non observé),Oui (Non observé),0,,0,,0.0,,Oui (Non observé),Oui (Non observé),Oui (Non observé),Oui (Non observé),Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Jamais disponible,Jamais disponible,Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Jamais disponible,Pas disponible aujourd?hui,Pas disponible aujourd?hui,Jamais disponible,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Au moins un observé (et non périmé),Jamais disponible,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Pas disponible aujourd?hui,Pas disponible aujourd?hui,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),0.0,0,Au moins un observé (et non périmé),Au moins un observé (et non périmé),Au moins un observé (et non périmé),Oui (dans l?établissement),2015.0,Oui,Oui,Oui,Non fonctionnel,7.2222223,0.0,Gaz,Au moins un observé (et pas expiré),Au moins un observé (et pas expiré),Au moins un observé (et pas expiré),Non disponible aujourd?hui,Jamais disponible,Au moins un observé (et pas expiré),Au moins un observé (et pas expiré),"Oui, mais pas observé","Oui, mais pas observé","Oui, mais pas observé","Oui, mais pas observé","Oui, mais pas observé",1,Niger-2015
