fac_id,staff_id,h3cs5,h3cs6,h3sa1,h3sa2a,h3sa2b,h3sa2c,H3ID,h3sa8,h3sa9,h3sa11h,h3sa11m,h3sa12h,h3sa12m,h3sa13,H3sbc1history_taking,h3sb1,h3sb2,h3sb3,h3sb4,h3sb5,h3sb6,h3sb7,h3sb8,h3sb9,h3sb10,h3sb11,h3sb12,h3sb13,h3sb14,h3sb15,h3sb16,h3sb17,h3sb18,h3sb19,h3sb20,h3sb21,h3sb22,H3sbc1physical_examination,h3sb23,h3sb24,h3sb25,h3sb26,h3sb27,h3sb28,h3sb29,h3sb30,h3sb31,h3sb32,h3sb33,h3sb34,h3sb35,h3sb36,h3sb37,H3sbc1tests,h3sb38,h3sb39,h3sb40,H3sbc1diagnosis,h3sb41,H3sbc1treatment,h3sb42,h3sb43,h3sb44,h3sb45,H3sbc1health_education,h3sb46,h3sb47,h3sb48,h3sb49,h3sb50,h3sb51,h3sb52,H3scc2history_taking,h3sc1,h3sc2,h3sc3,h3sc4,h3sc5,h3sc6,h3sc7,h3sc8,h3sc9,h3sc10,h3sc11,h3sc12,h3sc13,h3sc14,h3sc15,h3sc16,h3sc17,h3sc18,H3scc2physical_examination,h3sc19,h3sc20,h3sc21,h3sc22,h3sc23,h3sc24,h3sc25,h3sc26,h3sc27,h3sc28,H3scc2tests,h3sc29,h3sc30,h3sc31,H3scc2diagnosit,h3sc32,H3scc2treatment,h3sc33,h3sc34,h3sc35,h3sc36,h3sc37,h3sc38,H3scc2health_education,h3sc39,h3sc40,h3sc41,h3sc42,H3sdc3history_taking,h3sd1,h3sd2,h3sd3,h3sd4,h3sd5,h3sd6,h3sd7,h3sd8,h3sd9,h3sd10,h3sd11,h3sd12,h3sd13,h3sd14,h3sd15,h3sd16,h3sd17,h3sd18,h3sd19,h3sd20,h3sd21,h3sd22,h3sd23,H3sdc3physical_examination,h3sd24,h3sd25,h3sd26,h3sd27,h3sd28,h3sd29,h3sd30,h3sd31,h3sd32,h3sd33,h3sd34,h3sd35,H3sdc3tests,h3sd36,h3sd37,h3sd38,h3sd39,H3sdc3diagnosis,h3sd40,H3sdc3treatment,h3sd41,h3sd42,h3sd43,H3sdc3health_education,h3sd44,h3sd45,h3sd46,h3sd47,h3sd48,h3sd49,h3sd50,h3sd51,H3sec4history_taking,h3se1,h3se2,h3se3,h3se4,h3se5,h3se6,h3se7,h3se8,h3se9,h3se10,h3se11,h3se12,h3se13,h3se14,h3se15,h3se16,h3se17,h3se18,h3se19,h3se20,h3se21,h3se22,H3sec4physical_examination,h3se23,h3se24,h3se25,h3se26,h3se27,h3se28,h3se29,h3se30,h3se31,h3se32,H3sec4tests,h3se33,h3se34,h3se35,h3se36,h3se37,h3se38,h3se39,H3sec4diagnosis,h3se40,h3se41,h3se42,h3se43,H3sec4treatment,h3se44,h3se45,h3se46,h3se47,H3sec4health_education,h3se48,h3se49,h3se50,h3se51,H3sfc5history_taking,h3sf1,h3sf2,h3sf3,h3sf4,h3sf5,h3sf6,h3sf7,h3sf8,h3sf9,h3sf10,h3sf11,h3sf12,h3sf13,h3sf14,h3sf15,h3sf16,h3sf17,H3sfc5physical_examination,h3sf18,h3sf19,h3sf20,h3sf21,h3sf22,h3sf23,h3sf24,h3sf25,h3sf26,h3sf27,h3sf28,h3sf29,h3sf30,H3sfc5tests,h3sf31,h3sf32,h3sf33,h3sf34,H3sfc5diagnosis,h3sf35,h3sf36,h3sf37,h3sf38,H3sfc5treatment,h3sf39,h3sf40,h3sf41,h3sf42,h3sf43,h3sf44,h3sf45,H3sfc5health_education,h3sf46,h3sf47,h3sf58,H3sfc6history_taking,h3sg1,h3sg2,h3sg3,h3sg4,h3sg5,h3sg6,h3sg7,h3sg8,h3sg9,h3sg10,h3sg11,h3sg12,h3sg13,h3sg14,h3sg15,h3sg16,h3sg17,H3sfc6physical_examination,h3sg18,h3sg19,h3sg20,h3sg21,h3sg22,h3sg23,h3sg24,h3sg25,h3sg26,h3sg27,h3sg28,h3sg29,h3sg30,H3sfc6tests,h3sg31,h3sg32,h3sg33,h3sg34,h3sg35,H3sfc6diagnosis,h3sg36,H3sfc6treatment,h3sg37,h3sg38,h3sg39,h3sg40,h3sg41,h3sg42,h3sg43,h3sg44,h3sg45,H3sfc7physical_examination,h3si1,h3si2,h3si3,h3si4,h3si5,h3si6,h3si7,h3si8,H3sfc7tests,h3si9,h3si10,h3si11,h3si12,h3si13,h3si14,h3si15,h3si16,h3si17,H3sfc7diagnosis,h3si18,h3si19
76,2,22072013,3,Yes,,,,3.0,2.0,Other,14,27,15,7,Questionnaire completed,,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,,No,"REFER TO BUDODO H/C4 FOR MANAGEMANT,ORS",No,No,No,No,"BALANCED DIET,SLEEP UNDER NET",No,Yes,Yes,No,No,No,No,IMMUNISATION CARD?,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,WEIGHT,Yes,No,No,No,Yes,Yes,No,No,No,No,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,,No,,No,No,No,No,No,No,TEPID SPONGING,Yes,No,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,SIGNS OF ANAEMIA,No,No,No,No,No,No,No,No,No,No,No,No,HIV TESTING&COUNSELLING,No,No,No,No,WORMS,No,MEBENDAZOLE 400mg STAT,No,No,No,INCREASE FLUID INTAKE,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,UPPER RESPIRATORY TRACT INFECTION,No,No,2.0,No,AMOXLY 2*3 FOR 5/7,No,Yes,No,Yes,PROMPT RETURN IF SYMPTOMS WORSEN,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,,No,Yes,No,No,SEVERE ANEMIA,No,No,No,No,REFER TO BUDODO H/C4 FOR FURTHER MANAGEMENT,No,No,No,No,No,No,No,,No,Yes,No,DID YOU GET ANY INJECTION AFTER DELIVERY,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,SEVERE BLEEDING AFTER DELIVERY,No,REFER TO BUDODO H/C4 FOR MANAGEMENT,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,Yes,No,No,No,PLACES BABY UPSIDE DOWN&SWINGS IT,Yes,Yes,No,No,No,No,No,No,No,LACK OF OXYGEN,No,No
77,2,20072013,2,Yes,,,,1.0,2.0,Other,10,40,11,15,Questionnaire completed,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,MALARIA&SEVER DEHYDRATION,No,"ORS,IV QUINENE 120mg 8HRLY *3/7",No,No,No,No,BALANCED DIET,No,No,No,No,No,No,No,"IS COUGH SEVERE,THROAT PAIN",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"SIGNS OF ANEMIA,,CHEST MOVEMENTS",No,No,No,Yes,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,SEVERE PNEUMONIA,No,"COARTEM 2*2 FOR 3/7,COTRIMOXAZOLE FOR 5/7",No,No,No,Yes,No,No,REVIEW AFTER 3 DAYS,No,No,No,Yes,WHAT KIND OF FOOD DO YOU EAT WHEN HUNGRY,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,PEPTIC ULCERS,No,REFRETO JINJA HOSP,No,No,No,DRINK LOTS OF MILK,No,No,No,No,No,No,No,No,SEVERITY OF THE COUGH,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TSET FOR MPS,No,No,No,No,No,No,No,MALARIA,No,No,2.0,No,,No,No,No,No,COME BACK FOR REVIEW,No,No,No,No,"HEADCHE,DIARRHOEA,RUNNING NOSE",Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,CHEST EXAMINATION,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,,Yes,No,No,No,IV DEXTROSE *3/7,No,No,No,No,No,No,No,,No,Yes,No,ANY TREATMENT AFTER DELIVERY,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,,No,No,No,No,No,,Yes,REFER TO BUWENGE H/C4 FOR MANAGEMENT,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,STIMULATE THE BABY BY RUBBING THE FEET,No,No,No,No,No,No,No,No,No,,No,Yes
79,1,18072013,2,Yes,,,,2.0,1.0,Other,10,30,10,50,Questionnaire completed,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,PULSE,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,DEHYRDRATION,No,TO BUY ORS,No,No,No,No,,No,No,No,No,No,Yes,No,SEVERITY OF THE COUGH,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,TO BUY ORS,No,,No,No,No,No,No,No,IF NO RESPONSE COME BACK FOR ANTIBIOTICS,No,No,No,Yes,ABDOMINAL PAIN,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,WORMS,No,MEBENDAZOLE 500mg STAT,No,No,No,"ADHERENCE,FOR REVIEWIF SYMPTOMS PERSIST",No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,No,No,No,MALARIA,No,No,2.0,No,COARTRM 4*2 FOR 3/7,No,No,No,No,FOR REVIEW IF SYMPTOMS PERSIST,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,,No,No,Yes,No,FERRO B SYRUP 10mls*3 FOR 5/7,No,No,No,No,No,No,,REVIEW AFTER 3 DAYS,No,Yes,No,ANY INJECTION AFTER DELIVERY,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,REFER TO BUWENGE H/C4 FOR HIV&CANDIDA TEST,No,No,No,No,No,SEPSIS,No,MEBENDAZOLE 2*3 FOR 3/7,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,IF NO IMPROVEMENT REFER TO BUWENGE H/C4,No,No,No,Yes,No,No,No,No,No,,No,Yes
81,3,22072013,3,Yes,,,,2.0,3.0,Other,11,0,11,23,Questionnaire completed,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,MALARIA,No,"ORS FOR 3DAYS,ALBENDAZOLE FOR 3/7",No,No,No,No,REFER TO BUWENGE H/C4 IF SYMPTOMS PERSIST,Yes,No,No,No,Yes,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,ORAL SORES ANY SIGNS OF ANAEMIA,No,No,No,No,No,No,No,No,No,No,REFER TO BUWENGE H/C4 FOR LAB TESTS,No,No,No,RESPIRATORY TRACT INFECTION,No,COTRIMOXAZOLE 1*2 FOR 1/7,No,No,No,No,No,No,BOIL WATER FOR DRINKING,No,No,No,No,DURATION OF SYMPTOMS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,BODY WEAKNESS,No,REFER TO BUWENGE H/C4 FOR FURTHER MANAGEMENT,Yes,No,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,FEELS SKIN FOR TEMPERATURE,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,No,No,No,RESPIRATORY TRACT INFECTION,No,No,2.0,No,COTRIMOXAZOLE 2*2FOR 5/7,No,No,No,No,PLENTY OF ORAL FLUIDS,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,FEELS SKIN FOR TEMPERATURE,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,,Yes,No,No,No,REFER TO BUWENGE H/C4 FOR TREATMENT,No,No,No,No,No,No,No,,No,No,No,REFERRAL TO BUWENGE H/C4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,PROFUSE BLEEDING,No,REFER TO BUWENGE FOR FURTHER MANAGEMENT,No,No,No,No,No,No,No,No,Yes,CHECKS FOR ANAEMIA,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,No,Yes
81,2,22072013,3,Yes,,,,1.0,2.0,Other,10,20,10,50,Questionnaire completed,COLOUR OF STOOL,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,ACUTE DIARRHOEA WITH DEHYDRATION,No,"ORS,MEBENDAZOLE 300mg ONCE DAILY FOR 2DAYS",No,No,No,No,,No,No,No,No,No,Yes,No,PERIODICITY OF FEVER,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,WEIGHT? FEELS FOR TEMPERATUER,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST FOR MALARIA,No,No,No,MALARIA&RESPIRSTORY TRACT INFECTION,No,"COARTEM,SEPTRIN",No,No,No,Yes,No,No,,No,No,No,Yes,DURATION OF SYMPTOMS,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,HYPERTENSION,Yes,REFER TO BUWENGE H/C4 FOR MANAGEMENT,No,No,No,EDUCATION ON COUNSELLING ON HIV/AIDS,No,No,No,No,No,No,No,No,"DURATION OF FEVER,COUGH",No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,REFER FOR TESTS,No,No,No,No,No,No,No,,Yes,No,2.0,No,REFER TO BUWENGE FOR FURTHER MANAGEMENT,No,No,No,Yes,GO FOR TREATMENT EARLY,No,No,No,No,"ANY OTHER SYMPTOMS,DURATION OF COUGH",Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,FEEL FOR TEMPERATURE,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,Yes,No,No,,Yes,No,No,No,,No,Yes,No,No,No,No,No,,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,No,REFER TO JINJA REFRRAL FOR FURTHER MANAGEMENT,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,No,No,No,No,LIFTS&PLACES BABY UPSIDE DOWN&MASSAGE THE BACK,Yes,Yes,No,No,No,No,No,No,No,,No,Yes
82,1,23072013,2,Yes,,,,2.0,1.0,Other,13,35,14,0,Questionnaire completed,,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,,Yes,"ORS,REFER TO BUWENGEH/C4 FOR MANAGEMENT",No,No,No,No,,No,No,No,No,No,Yes,No,,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,,Yes,COTRIMOXAZOLE 1*2 FOR 5/7,No,No,No,Yes,No,No,,No,No,No,Yes,EXCESSIVE SWEATING,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,DRY LIPS,No,No,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,,Yes,REFER TO BUWENGE H/V4,Yes,No,No,TAKE PLENTY OF FLUIDS,No,No,No,No,No,No,No,No,DURATION OF FEVER,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,LOOKS FOR SIGNS OF ANEMIA,No,No,No,No,No,No,No,No,No,No,RAPID DIAGNOSTIC TEST,No,No,No,No,No,No,No,REFER TO KAKAIRE H/C3 FOR SPUTUM ANALYSIS,Yes,No,2.0,No,SEPTRIN 2*2 F0R 1/52,No,No,No,No,"GO FOR MEDICAL CHECK UP,EAT BALANCED DIET",No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,FEELS THE SKIN FOR TEMPERATURE,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,SEVERE ANAEMIA,No,No,No,Yes,SYRUP HEMOFORTE 5mls*2 FOR 1/7,No,No,No,No,No,No,No,TEPID SPONGING,Yes,No,No,ANY INJECTION GIVEN AFTER BIRTH,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PRESENCE OF CLOTS,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,No,No,No,No,,Yes,IV EGOMETRINE 0.2mg STAT,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,No,Yes,"INITIATES CARDIAC MASSAGE,HOLD BABY UPSIDE DOWN",No,Yes,No,No,No,No,No,No,No,,No,Yes
83,1,23072013,3,Yes,,,,2.0,1.0,Clinical Officer,11,15,11,45,Questionnaire completed,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,"BS FOR MALARIA PARASITES,STOOL FOR WORMS",No,No,Yes,GASTRO ENTERITIS,No,ORS,No,No,No,No,"CHILD SANITATION,BOIL DRINKING WATER",Yes,No,No,No,No,Yes,No,,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,WEIGHT OF CHILD,Yes,No,No,No,No,Yes,No,No,No,No,,No,No,Yes,MALARIA,Yes,"COARTEM 2*2 FOR3 3/7,PANADOL 1*3 FOR 3/7",No,Yes,Yes,Yes,No,No,,Yes,No,No,Yes,,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,REFER TO BUWENGE H/C4 FOR URINALYSIS &RBS,No,Yes,No,No,,Yes,REFER TO BUWENGE H/C4,Yes,No,No,,No,No,No,No,No,No,No,No,DURATION OF FEVER,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,RESPIRATORY TRACT INFECTION,Yes,No,2.0,No,PANADOL 1g*3 for 1/7,No,No,No,No,,No,No,Yes,Yes,ANY OTHER SYMPTOMS,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,No,No,No,PNEUMONIA,Yes,No,No,No,PARACETAMOL 1/2*3 FOR 3/7,Yes,Yes,No,No,No,No,No,,No,Yes,No,WAS ANY UTERINE MASSAGE DONE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,REFERS CASE TO MIDWIFE FOR ASSESSMENT,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,,Yes,"REASSURES PATIENT,REFER TO BUWENGEH/C4",No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,START CHEEST COMPRESSIONS,Yes,Yes,No,No,No,No,No,No,No,,Yes,No
83,6,23072013,3,Yes,,,,3.0,6.0,Nurse,10,23,11,3,Questionnaire completed,DO YOU KEEP UTENSILS CLEAN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,"SUNKEN FONTANELLES, PULSE",No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,No,No,Yes,GASTROENTERITIS,No,,No,Yes,Yes,No,PROPER PREPARATION OF FOOD,Yes,No,Yes,No,No,No,No,NIGHT SWEATS?CONSISTENCY OF SPUTUM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,PULSE RATE? FINGER CLUBBING,Yes,No,No,No,No,Yes,No,No,No,No,,No,No,Yes,,Yes,,No,Yes,Yes,Yes,No,No,"WARM DRINKS,WARM COMPRESSION TO THE NOSE",No,No,No,No,"ABDOMINALPAIN,BURNING SENSATION IN ABDOMEN",No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,HYPERTENSION,Yes,REFER TO BUWENGE H/C4,Yes,No,No,"AVOID STRESS,MONITOR BLOOD PRESSURE",Yes,Yes,Yes,Yes,Yes,No,No,No,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,FINGER CLUBBING,Yes,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,,Yes,No,2.0,No,COTRIMOXAZOLE 960mg*2 FOR 5/7,No,No,Yes,No,"TEPID SPONGING,PROPER VENTILATION",No,No,No,Yes,PLAYING WELL?FREQUENCY OF VOMITING,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,,Yes,No,No,No,COUGH,Yes,No,No,No,SEPTRIN 1/2 12HRLY FOR 5/7,Yes,Yes,No,No,No,No,No,"INCREASE FLUID INTAKE,TEPID SPONGING",Yes,No,No,"DIZZINESS,THIRTY,CLOTS OR FRESH BLOOD",Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,MOIST SKIN?,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,Yes,CALL MIDWIFE FOR HELP,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,MASSAGE THE BACK TO STIMULATE THE BABY,No,Yes,Yes,Yes,No,No,No,No,No,,No,Yes
84,4,12072013,4,Yes,,,,4.0,4.0,Other,10,25,11,15,Incomplete questionnaire,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,,Yes,,Yes,No,No,Yes,,No,Yes,Yes,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,No,Yes,,Yes,,No,No,No,Yes,No,Yes,,Yes,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,,Yes,,Yes,No,No,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,,Yes,No,2.0,No,,No,No,No,No,,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Yes,Yes,No,,No,No,Yes,No,,Yes,Yes,Yes,No,No,No,No,,Yes,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,No,No,No,No,No,,Yes,,Yes,No,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,No,No,No,Yes,No,No,,No,Yes
84,2,12072013,4,Yes,,,,2.0,2.0,Clinical Officer,9,50,10,15,Questionnaire completed,,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,,Yes,,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,,Yes,,No,No,No,Yes,No,Yes,,Yes,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,,Yes,,No,Yes,No,,Yes,No,No,No,Yes,No,No,Yes,,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,,Yes,No,2.0,Yes,,No,No,No,No,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,,No,Yes,Yes,No,,No,No,Yes,No,,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,No,Yes,No,No,No,,Yes,,No,No,No,Yes,No,Yes,No,No,No,,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,No,Yes,No,No,No,No,No,,No,Yes
