fac_id,region,district,ward,s2014,s2016,finalwt,ipw,absprobsamp,abshwkwt,weight,hhrwt,probvign,hwkvignwt,owner_new,powner_new,strata,type,urban
34,1.0,4.0,181.0,Yes,Yes,41.286903,41.286903,1.0,41.286903,41.286903,41.286903,1.0,41.286903,Public,Public,3.0,Health Post,Rural
35,1.0,4.0,31.0,Yes,Yes,31.396471,31.396471,1.0,31.396471,31.396471,31.396471,0.33333334,94.189415,Public,Public,3.0,Health Post,Rural
36,1.0,4.0,191.0,Yes,Yes,5.3915195,5.3915195,0.5263158,10.243887,5.3915195,5.3915195,0.25,21.566078,Public,Public,3.0,Health Center,Rural
37,1.0,4.0,191.0,Yes,Yes,19.507597,19.507597,1.0,19.507597,19.507597,19.507597,1.0,19.507597,Public,Public,3.0,Health Post,Rural
38,1.0,4.0,211.0,Yes,Yes,23.028648,23.028648,1.0,23.028648,23.028648,23.028648,0.5,46.057297,Public,Public,3.0,Health Post,Rural
39,1.0,4.0,231.0,Yes,Yes,43.929317,43.929317,0.6666667,65.893974,43.929317,43.929317,0.5,87.858635,Private,Private,3.0,Health Post,Rural
40,1.0,4.0,61.0,Yes,Yes,27.370785,27.370785,1.0,27.370785,27.370785,27.370785,1.0,27.370785,Public,Public,3.0,Health Post,Rural
41,1.0,4.0,21.0,Yes,Yes,20.677341,20.677341,1.0,20.677341,20.677341,20.677341,0.25,82.709366,Public,Public,3.0,Health Post,Rural
42,1.0,4.0,999.0,Yes,Yes,41.286903,41.286903,1.0,41.286903,41.286903,41.286903,1.0,41.286903,Public,Public,3.0,Health Post,Rural
43,2.0,2.0,41.0,Yes,Yes,44.41133,44.41133,1.0,44.41133,44.41133,44.41133,0.25,177.64532,Public,Public,3.0,Health Post,Rural
44,2.0,2.0,91.0,Yes,Yes,181.00179,181.00179,1.0,181.00179,181.00179,181.00179,0.5,362.00357,Public,Public,3.0,Health Post,Rural
45,2.0,2.0,91.0,Yes,Yes,60.80146,60.80146,1.0,60.80146,60.80146,60.80146,1.0,60.80146,Private,Private,2.0,Health Post,Urban
46,2.0,2.0,121.0,Yes,Yes,22.853552,22.853552,1.0,22.853552,22.853552,22.853552,0.33333334,68.56065,Public,Public,3.0,Health Post,Rural
47,2.0,2.0,171.0,Yes,Yes,9.312339,9.312339,0.8333333,11.174807,9.312339,9.312339,0.2857143,32.593185,Public,Public,3.0,Health Center,Rural
48,2.0,2.0,151.0,Yes,Yes,14.2020235,14.2020235,1.0,14.2020235,14.2020235,14.2020235,0.33333334,42.60607,Public,Public,3.0,Health Center,Rural
49,2.0,2.0,21.0,Yes,Yes,4.534907,4.534907,1.0,4.534907,4.534907,4.534907,0.33333334,13.604721,Public,Public,3.0,Health Center,Rural
50,2.0,2.0,61.0,Yes,Yes,17.506607,17.506607,1.0,17.506607,17.506607,17.506607,0.5,35.013214,Public,Public,3.0,Health Post,Rural
51,2.0,4.0,13.0,Yes,Yes,9.0464525,9.0464525,1.0,9.0464525,9.0464525,9.0464525,0.5,18.092905,Public,Public,3.0,Health Post,Rural
52,2.0,4.0,13.0,Yes,Yes,9.0464525,9.0464525,0.19607843,46.136906,9.0464525,9.227382,0.22010748,41.10016,Public,Public,2.0,Health Center,Urban
53,2.0,4.0,13.0,Yes,Yes,181.00179,181.00179,1.0,181.00179,181.00179,181.00179,0.5,362.00357,Private,Private,2.0,Health Post,Urban
55,2.0,4.0,13.0,Yes,Yes,9.0464525,9.0464525,1.0,9.0464525,9.0464525,9.0464525,0.5,18.092905,Private,Private,3.0,Health Post,Rural
57,3.0,4.0,251.0,Yes,Yes,6.5057783,6.5057783,0.5,13.011557,6.5057783,6.5057783,0.5,13.011557,Public,Public,3.0,Health Center,Rural
58,3.0,4.0,231.0,Yes,Yes,4.111267,4.111267,0.073529415,55.91323,4.111267,11.182647,0.11005374,37.356903,Private,Private,3.0,Hospital,Rural
59,3.0,4.0,311.0,Yes,Yes,4.8928094,4.8928094,0.065789476,74.370705,4.8928094,14.874141,0.04923457,99.37752,Private,Private,3.0,Hospital,Rural
60,3.0,4.0,311.0,Yes,Yes,22.76725,22.76725,1.0,22.76725,22.76725,22.76725,0.5,45.5345,Public,Public,3.0,Health Post,Rural
61,3.0,4.0,261.0,Yes,Yes,17.512733,17.512733,1.0,17.512733,17.512733,17.512733,0.5,35.025467,Public,Public,3.0,Health Post,Rural
62,3.0,4.0,261.0,Yes,Yes,17.512733,17.512733,1.0,17.512733,17.512733,17.512733,1.0,17.512733,Private,Private,3.0,Health Post,Rural
64,3.0,4.0,271.0,Yes,Yes,33.83097,33.83097,1.0,33.83097,33.83097,33.83097,0.5,67.66194,Public,Public,3.0,Health Post,Rural
65,3.0,4.0,111.0,No,Yes,23.45178,23.45178,0.5882353,39.868027,23.45178,23.45178,0.33333334,70.35534,Public,Public,3.0,Health Center,Rural
66,3.0,4.0,211.0,Yes,Yes,21.966248,21.966248,1.0,21.966248,21.966248,21.966248,0.33333334,65.89874,Public,Public,3.0,Health Post,Rural
67,3.0,4.0,61.0,Yes,Yes,14.806131,14.806131,1.0,14.806131,14.806131,14.806131,1.0,14.806131,Private,Private,3.0,Health Post,Rural
68,3.0,4.0,51.0,Yes,Yes,3.465332,3.465332,0.21276596,16.28706,3.465332,3.465332,0.22222222,15.593994,Private,Private,3.0,Hospital,Rural
69,3.0,4.0,21.0,Yes,Yes,15.036248,15.036248,1.0,15.036248,15.036248,15.036248,1.0,15.036248,Public,Public,3.0,Health Post,Rural
70,3.0,4.0,21.0,Yes,Yes,7.333636,7.333636,0.90909094,8.066999,7.333636,7.333636,0.5,14.667272,Public,Public,3.0,Health Center,Rural
72,3.0,4.0,141.0,Yes,Yes,8.149895,8.149895,1.0,8.149895,8.149895,8.149895,1.0,8.149895,Private,Private,2.0,Health Center,Urban
73,3.0,4.0,999.0,Yes,Yes,7.333636,7.333636,1.0,7.333636,7.333636,7.333636,0.5,14.667272,Public,Public,3.0,Health Post,Rural
77,3.0,4.0,999.0,Yes,Yes,19.570307,19.570307,1.0,19.570307,19.570307,19.570307,1.0,19.570307,Public,Public,3.0,Health Post,Rural
80,3.0,6.0,12.0,Yes,Yes,19.15579,19.15579,1.0,19.15579,19.15579,19.15579,1.0,19.15579,Private,Private,2.0,Health Post,Urban
81,3.0,6.0,82.0,Yes,Yes,94.39022,94.39022,0.71428573,132.1463,94.39022,94.39022,0.5,188.78044,Private,Private,2.0,Health Center,Urban
82,3.0,6.0,82.0,Yes,Yes,27.130352,27.130352,0.45454547,59.686775,27.130352,27.130352,0.33333334,81.39105,Private,Private,2.0,Health Center,Urban
83,3.0,6.0,72.0,Yes,Yes,23.124372,23.124372,0.12195122,189.61984,23.124372,37.92397,0.13689612,168.91913,Private,Private,2.0,Hospital,Urban
84,3.0,6.0,72.0,Yes,Yes,17.238565,17.238565,1.0,17.238565,17.238565,17.238565,1.0,17.238565,Public,Public,2.0,Health Post,Urban
85,3.0,6.0,152.0,Yes,Yes,6.7523365,6.7523365,0.015455951,436.87616,6.7523365,87.37524,0.023133399,291.8869,Private,Private,2.0,Hospital,Urban
86,3.0,6.0,42.0,Yes,Yes,13.443168,13.443168,1.0,13.443168,13.443168,13.443168,0.5,26.886335,Private,Private,2.0,Health Post,Urban
87,3.0,6.0,42.0,Yes,Yes,13.443168,13.443168,0.3030303,44.362453,13.443168,13.443168,0.2,67.215836,Public,Public,2.0,Health Center,Urban
88,3.0,6.0,52.0,Yes,Yes,33.73371,33.73371,0.024813896,1359.4685,33.73371,271.8937,0.037139725,908.29193,Public,Public,2.0,Hospital,Urban
89,3.0,6.0,52.0,Yes,Yes,4.851989,4.851989,0.7692308,6.3075852,4.851989,4.851989,0.5,9.703978,Private,Private,2.0,Health Center,Urban
90,3.0,6.0,52.0,Yes,Yes,94.39022,94.39022,0.47619048,198.21945,94.39022,94.39022,0.25,377.56088,Private,Private,2.0,Health Center,Urban
91,3.0,6.0,22.0,Yes,Yes,5.960124,5.960124,1.0,5.960124,5.960124,5.960124,1.0,5.960124,Public,Public,2.0,Health Post,Urban
92,3.0,6.0,102.0,Yes,Yes,5.960124,5.960124,0.22727273,26.224546,5.960124,5.960124,0.16666667,35.760742,Public,Public,2.0,Health Center,Urban
93,3.0,6.0,62.0,Yes,Yes,27.427555,27.427555,1.0,27.427555,27.427555,27.427555,0.5,54.85511,Public,Public,2.0,Health Post,Urban
94,3.0,6.0,62.0,Yes,Yes,27.427555,27.427555,1.0,27.427555,27.427555,27.427555,1.0,27.427555,Private,Private,2.0,Health Post,Urban
95,4.0,1.0,12.0,Yes,Yes,1.1490616,1.1490616,0.07874016,14.593081,1.1490616,2.9186165,0.058926415,19.499939,Public,Public,2.0,Hospital,Urban
96,4.0,1.0,12.0,Yes,Yes,5.144291,5.144291,1.0,5.144291,5.144291,5.144291,1.0,5.144291,Private,Private,2.0,Health Post,Urban
97,4.0,1.0,12.0,Yes,Yes,5.144291,5.144291,1.0,5.144291,5.144291,5.144291,0.5,10.288582,Public,Public,2.0,Health Post,Urban
98,4.0,1.0,243.0,Yes,Yes,4.452216,4.452216,1.0,4.452216,4.452216,4.452216,0.6666667,6.678324,Private,Private,3.0,Health Post,Rural
99,4.0,1.0,243.0,Yes,Yes,6.326156,6.326156,0.37037036,17.080622,6.326156,6.326156,0.6666667,9.489234,Public,Public,3.0,Health Center,Rural
100,4.0,1.0,53.0,Yes,Yes,6.820906,6.820906,0.5263158,12.959722,6.820906,6.820906,0.25,27.283625,Public,Public,2.0,Health Center,Urban
101,4.0,1.0,53.0,Yes,Yes,5.647542,5.647542,1.0,5.647542,5.647542,5.647542,1.0,5.647542,Private,Private,2.0,Health Post,Urban
102,4.0,2.0,62.0,Yes,Yes,3.9285681,3.9285681,1.0,3.9285681,3.9285681,3.9285681,1.0,3.9285681,Public,Public,2.0,Health Post,Urban
103,4.0,2.0,153.0,Yes,Yes,20.071842,20.071842,1.0,20.071842,20.071842,20.071842,1.0,20.071842,Public,Public,3.0,Health Post,Rural
104,4.0,2.0,153.0,Yes,Yes,20.071842,20.071842,1.0,20.071842,20.071842,20.071842,1.0,20.071842,Public,Public,3.0,Health Post,Rural
105,4.0,2.0,63.0,Yes,Yes,15.934087,15.934087,1.0,15.934087,15.934087,15.934087,1.0,15.934087,Private,Private,3.0,Health Post,Rural
106,4.0,2.0,133.0,Yes,Yes,10.793801,10.793801,0.2631579,41.016445,10.793801,10.793801,0.2,53.969006,Public,Public,2.0,Health Center,Urban
107,4.0,2.0,22.0,Yes,Yes,34.801178,34.801178,1.0,34.801178,34.801178,34.801178,0.5,69.602356,Public,Public,2.0,Health Post,Urban
108,4.0,2.0,52.0,Yes,Yes,25.211916,25.211916,0.37037036,68.072174,25.211916,25.211916,0.2,126.05958,Private,Private,2.0,Health Center,Urban
110,4.0,6.0,191.0,Yes,Yes,20.32098,20.32098,0.5882353,34.545666,20.32098,20.32098,0.5,40.64196,Public,Public,3.0,Health Post,Rural
111,4.0,6.0,171.0,Yes,Yes,19.432507,19.432507,1.0,19.432507,19.432507,19.432507,1.0,19.432507,Public,Public,3.0,Health Post,Rural
112,4.0,6.0,201.0,Yes,Yes,39.650135,39.650135,1.0,39.650135,39.650135,39.650135,0.5,79.30027,Public,Public,3.0,Health Post,Rural
113,4.0,6.0,151.0,Yes,Yes,50.00973,50.00973,1.0,50.00973,50.00973,50.00973,1.0,50.00973,Public,Public,3.0,Health Post,Rural
114,4.0,6.0,111.0,Yes,Yes,35.464397,35.464397,1.0,35.464397,35.464397,35.464397,1.0,35.464397,Public,Public,2.0,Health Post,Urban
115,4.0,6.0,181.0,Yes,Yes,4.500428,4.500428,0.3846154,11.701113,4.500428,4.500428,0.25,18.001713,Public,Public,2.0,Health Center,Urban
116,4.0,6.0,11.0,Yes,Yes,22.91404,22.91404,0.8333333,27.49685,22.91404,22.91404,0.33333334,68.74212,Public,Public,3.0,Health Post,Rural
117,4.0,6.0,101.0,Yes,Yes,3.4390917,3.4390917,0.2777778,12.38073,3.4390917,3.4390917,0.33333334,10.317275,Private,Private,3.0,Hospital,Rural
118,5.0,2.0,223.0,Yes,Yes,21.205023,21.205023,1.0,21.205023,21.205023,21.205023,1.0,21.205023,Private,Private,3.0,Health Post,Rural
120,5.0,2.0,143.0,Yes,Yes,10.96493,10.96493,0.5555556,19.736874,10.96493,10.96493,0.33333334,32.89479,Public,Public,3.0,Health Post,Rural
121,6.0,1.0,211.0,Yes,Yes,49.297436,49.297436,1.0,49.297436,49.297436,49.297436,0.5,98.59487,Public,Public,3.0,Health Post,Rural
122,6.0,1.0,71.0,Yes,Yes,38.52679,38.52679,1.0,38.52679,38.52679,38.52679,1.0,38.52679,Public,Public,2.0,Health Post,Urban
123,6.0,1.0,41.0,Yes,Yes,46.638382,46.638382,1.0,46.638382,46.638382,46.638382,1.0,46.638382,Public,Public,3.0,Health Post,Rural
124,6.0,1.0,91.0,Yes,Yes,33.94296,33.94296,1.0,33.94296,33.94296,33.94296,1.0,33.94296,Public,Public,3.0,Health Post,Rural
125,6.0,1.0,999.0,Yes,Yes,42.347416,42.347416,1.0,42.347416,42.347416,42.347416,0.5,84.69483,Public,Public,3.0,Health Post,Rural
126,6.0,1.0,999.0,Yes,Yes,13.763652,13.763652,1.0,13.763652,13.763652,13.763652,1.0,13.763652,Public,Public,2.0,Health Post,Urban
128,6.0,2.0,41.0,Yes,Yes,88.005516,88.005516,1.0,88.005516,88.005516,88.005516,0.33333334,264.01654,Public,Public,3.0,Health Post,Rural
129,6.0,3.0,91.0,Yes,Yes,39.23787,39.23787,1.0,39.23787,39.23787,39.23787,0.33333334,117.71361,Public,Public,3.0,Health Post,Rural
130,6.0,3.0,999.0,Yes,Yes,13.763652,13.763652,1.0,13.763652,13.763652,13.763652,1.0,13.763652,Public,Public,3.0,Health Post,Rural
131,6.0,3.0,999.0,Yes,Yes,12.254428,12.254428,0.625,19.607084,12.254428,12.254428,0.5,24.508856,Public,Public,3.0,Health Center,Rural
132,7.0,1.0,182.0,Yes,Yes,6.802102,6.802102,0.7692308,8.842732,6.802102,6.802102,0.33333334,20.406307,Public,Public,1.0,Health Post,Urban
133,7.0,1.0,272.0,Yes,Yes,9.199588,9.199588,1.0,9.199588,9.199588,9.199588,0.33333334,27.598763,Private,Private,1.0,Health Post,Urban
135,7.0,1.0,152.0,Yes,Yes,15.771024,15.771024,0.6666667,23.656536,15.771024,15.771024,0.25,63.084095,Private,Private,1.0,Health Post,Urban
136,7.0,1.0,132.0,Yes,Yes,10.638686,10.638686,0.5555556,19.149635,10.638686,10.638686,0.2,53.19343,Public,Public,1.0,Health Post,Urban
138,7.0,1.0,232.0,Yes,Yes,2.485497,2.485497,0.23255815,10.687636,2.485497,2.485497,0.07692308,32.31146,Private,Private,1.0,Hospital,Urban
140,7.0,1.0,162.0,Yes,Yes,16.840921,16.840921,1.0,16.840921,16.840921,16.840921,0.5,33.681843,Public,Public,1.0,Health Post,Urban
142,7.0,1.0,102.0,Yes,Yes,5.177297,5.177297,0.6,8.628828,5.177297,5.177297,0.25,20.709188,Private,Private,1.0,Health Post,Urban
143,7.0,1.0,12.0,Yes,Yes,9.199588,9.199588,0.45454547,20.239094,9.199588,9.199588,0.15384616,59.797318,Private,Private,1.0,Hospital,Urban
145,7.0,1.0,22.0,Yes,Yes,1.0103003,1.0103003,0.4347826,2.323691,1.0103003,1.0103003,0.18181819,5.5566516,Private,Private,1.0,Health Center,Urban
147,7.0,1.0,112.0,Yes,Yes,11.138157,11.138157,1.0,11.138157,11.138157,11.138157,0.25,44.552628,Private,Private,1.0,Health Post,Urban
148,7.0,1.0,172.0,Yes,Yes,4.9606705,4.9606705,1.0,4.9606705,4.9606705,4.9606705,0.33333334,14.882011,Public,Public,1.0,Health Post,Urban
149,7.0,1.0,172.0,Yes,Yes,3.0870361,3.0870361,0.18181819,16.978699,3.0870361,3.3957396,0.13606645,22.68771,Private,Private,1.0,Health Center,Urban
154,7.0,1.0,52.0,Yes,Yes,2.8577318,2.8577318,0.07936508,36.00742,2.8577318,7.201484,0.059394084,48.114754,Public,Public,1.0,Hospital,Urban
156,7.0,1.0,32.0,Yes,Yes,1.477885,1.477885,0.14705883,10.049618,1.477885,2.0099237,0.16508062,8.952504,Public,Public,1.0,Health Post,Urban
157,7.0,1.0,222.0,Yes,Yes,15.771024,15.771024,1.0,15.771024,15.771024,15.771024,0.33333334,47.313072,Private,Private,1.0,Health Post,Urban
159,7.0,1.0,122.0,Yes,Yes,6.518666,6.518666,0.37037036,17.600397,6.518666,6.518666,1.0,6.518666,Private,Private,1.0,Hospital,Urban
160,7.0,1.0,122.0,Yes,Yes,1.1435333,1.1435333,0.25641027,4.4597797,1.1435333,1.1435333,0.125,9.148267,Private,Private,1.0,Health Center,Urban
163,7.0,1.0,999.0,No,Yes,2.5796673,2.5796673,0.3030303,8.512902,2.5796673,2.5796673,0.2,12.898336,Private,Private,1.0,Health Center,Urban
170,7.0,1.0,999.0,Yes,Yes,15.771024,15.771024,0.5882353,26.81074,15.771024,15.771024,0.4,39.42756,Private,Private,1.0,Health Post,Urban
171,7.0,1.0,999.0,Yes,Yes,18.219748,18.219748,1.0,18.219748,18.219748,18.219748,0.5,36.439495,Private,Private,1.0,Health Post,Urban
172,7.0,1.0,999.0,Yes,Yes,9.199588,9.199588,0.3030303,30.358639,9.199588,9.199588,0.33333334,27.598763,Public,Public,1.0,Health Post,Urban
174,7.0,2.0,102.0,Yes,Yes,6.989478,6.989478,1.0,6.989478,6.989478,6.989478,0.5,13.978956,Private,Private,1.0,Health Post,Urban
175,7.0,2.0,102.0,Yes,Yes,1.8149754,1.8149754,0.85714287,2.1174712,1.8149754,1.8149754,0.5,3.6299508,Private,Private,1.0,Health Center,Urban
176,7.0,2.0,102.0,Yes,Yes,9.425894,9.425894,0.11111111,84.833046,9.425894,16.966608,0.24945515,37.785927,Public,Public,1.0,Health Center,Urban
177,7.0,2.0,132.0,Yes,Yes,15.642442,15.642442,0.625,25.027906,15.642442,15.642442,0.5,31.284883,Public,Public,1.0,Health Post,Urban
178,7.0,2.0,132.0,Yes,Yes,15.642442,15.642442,0.5,31.284883,15.642442,15.642442,0.5,31.284883,Private,Private,1.0,Health Post,Urban
179,7.0,2.0,62.0,No,Yes,4.3420253,4.3420253,0.020833334,208.4172,4.3420253,41.683445,0.07795473,55.699318,Public,Public,1.0,Hospital,Urban
180,7.0,2.0,122.0,Yes,Yes,1.8148983,1.8148983,0.18867925,9.61896,1.8148983,1.9237921,0.21180154,8.568862,Private,Private,1.0,Health Center,Urban
181,,,,,,,,,,,,,,,,,,
185,7.0,2.0,142.0,Yes,Yes,7.710047,7.710047,0.16393442,47.031284,7.710047,9.406258,0.06134143,125.69068,Private,Private,1.0,Health Center,Rural
186,7.0,2.0,142.0,No,Yes,6.3993316,6.3993316,0.5,12.798663,6.3993316,6.3993316,0.14285715,44.79532,Private,Private,1.0,Health Center,Urban
188,7.0,2.0,212.0,Yes,Yes,7.111899,7.111899,0.90909094,7.823089,7.111899,7.111899,0.33333334,21.335697,Private,Private,1.0,Health Post,Urban
189,7.0,2.0,212.0,Yes,Yes,7.111899,7.111899,0.5882353,12.090228,7.111899,7.111899,0.2,35.559494,Private,Private,1.0,Health Center,Urban
191,7.0,2.0,182.0,Yes,Yes,16.881351,16.881351,1.0,16.881351,16.881351,16.881351,0.5,33.762703,Public,Public,1.0,Health Post,Urban
194,7.0,2.0,32.0,Yes,Yes,4.745944,4.745944,0.90909094,5.2205386,4.745944,4.745944,0.5,9.491888,Public,Public,1.0,Health Post,Urban
195,7.0,2.0,22.0,Yes,Yes,4.697929,4.697929,0.16949153,27.717781,4.697929,5.543556,0.1268416,37.03776,Public,Public,1.0,Health Center,Urban
198,7.0,2.0,12.0,Yes,Yes,9.425894,9.425894,0.1388889,67.86643,9.425894,13.573288,0.103939645,90.68622,Private,Private,1.0,Hospital,Urban
201,7.0,2.0,172.0,Yes,Yes,6.8201113,6.8201113,0.5555556,12.2762,6.8201113,6.8201113,0.16666667,40.92067,Private,Private,1.0,Health Center,Rural
208,7.0,2.0,999.0,Yes,Yes,7.053578,7.053578,0.5,14.107156,7.053578,7.053578,0.5,14.107156,Private,Private,1.0,Health Post,Urban
209,7.0,3.0,102.0,Yes,Yes,2.2777817,2.2777817,0.8333333,2.733338,2.2777817,2.2777817,0.25,9.111127,Private,Private,1.0,Health Post,Urban
210,7.0,3.0,102.0,Yes,Yes,2.2777817,2.2777817,1.0,2.2777817,2.2777817,2.2777817,1.0,2.2777817,Public,Public,1.0,Health Post,Rural
211,7.0,3.0,12.0,Yes,Yes,2.1004398,2.1004398,0.13513513,15.543255,2.1004398,3.108651,0.20226094,10.384802,Public,Public,1.0,Health Center,Urban
213,7.0,3.0,42.0,Yes,Yes,7.082772,7.082772,1.0,7.082772,7.082772,7.082772,0.5,14.165544,Public,Public,1.0,Health Post,Urban
215,7.0,3.0,222.0,Yes,Yes,1.0892135,1.0892135,0.41666666,2.6141124,1.0892135,1.0892135,0.6,1.8153558,Public,Public,1.0,Health Post,Urban
217,7.0,3.0,122.0,Yes,Yes,1.2293241,1.2293241,0.71428573,1.7210537,1.2293241,1.2293241,0.33333334,3.6879723,Private,Private,1.0,Health Center,Urban
218,7.0,3.0,122.0,Yes,Yes,5.2422924,5.2422924,0.25,20.96917,5.2422924,5.2422924,0.2,26.211462,Public,Public,1.0,Health Center,Urban
219,7.0,3.0,242.0,Yes,Yes,6.266359,6.266359,0.85714287,7.310752,6.266359,6.266359,1.0,6.266359,Private,Private,1.0,Health Post,Urban
220,7.0,3.0,142.0,Yes,Yes,9.176108,9.176108,1.0,9.176108,9.176108,9.176108,0.5,18.352217,Private,Private,1.0,Health Post,Urban
221,7.0,3.0,232.0,Yes,Yes,11.688348,11.688348,1.0,11.688348,11.688348,11.688348,0.5,23.376696,Public,Public,1.0,Health Post,Rural
222,7.0,3.0,192.0,Yes,Yes,1.0339302,1.0339302,1.0,1.0339302,1.0339302,1.0339302,0.33333334,3.1017904,Private,Private,1.0,Health Post,Urban
223,7.0,3.0,52.0,Yes,Yes,10.590664,10.590664,1.0,10.590664,10.590664,10.590664,0.5,21.181328,Public,Public,1.0,Health Post,Urban
224,7.0,3.0,182.0,Yes,Yes,1.1001346,1.1001346,0.41666666,2.6403232,1.1001346,1.1001346,0.16666667,6.6008077,Private,Private,1.0,Health Center,Urban
225,7.0,3.0,182.0,Yes,Yes,2.3456903,2.3456903,0.3448276,6.802501,2.3456903,2.3456903,0.4,5.8642254,Private,Private,1.0,Health Center,Urban
226,7.0,3.0,182.0,Yes,Yes,1.4597291,1.4597291,0.7692308,1.8976477,1.4597291,1.4597291,0.33333334,4.379187,Private,Private,1.0,Hospital,Urban
227,7.0,3.0,132.0,Yes,Yes,1.2296044,1.2296044,0.2857143,4.303615,1.2296044,1.2296044,0.25,4.9184175,Private,Private,1.0,Health Center,Urban
230,7.0,3.0,22.0,Yes,Yes,2.490295,2.490295,0.0729927,34.117043,2.490295,6.823408,0.13656303,18.235498,Public,Public,1.0,Hospital,Urban
231,7.0,3.0,999.0,Yes,Yes,6.8428845,6.8428845,0.90909094,7.527173,6.8428845,6.8428845,0.1,68.42885,Public,Public,1.0,Health Post,Urban
