fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14
3,2,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,2.0,Clinical Officer,Secondary,Diploma,Female,45 or older,Yes,No,Sickness/maternity,Yes,,1.0,2.0,Doctor,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
3,3,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,3.0,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
3,4,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,4.0,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Training/seminar/meeting,Yes,,6.0,4.0,Doctor,Post-Secondary,Advanced,After 2000,Male,45 or older,Yes,,,No
3,5,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,5.0,Clinical Officer,Secondary,Diploma,Female,25-34,Yes,No,Official mission,No,,,,,,,,,,,,,
3,6,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,6.0,Nurse,Secondary,Diploma,Male,45 or older,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
3,7,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,7.0,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
3,8,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,8.0,Nurse,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
3,9,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,9.0,Nurse,Secondary,Certificate,Female,25-34,No,No,Official mission,Yes,,8.0,9.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
3,10,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,10.0,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,2.0,10.0,Nurse,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
3,11,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,11.0,Other,Primary,None,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
3,12,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,12.0,Other,Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
3,13,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,13.0,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
3,14,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,14.0,Other,Secondary,Certificate,Female,Younger than 25,No,No,Intership,Yes,,7.0,14.0,Other,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,No
3,15,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,15.0,Other,Secondary,Certificate,Female,25-34,No,No,Sickness/maternity,Yes,,3.0,15.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
3,16,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,16.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,5.0,16.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
3,17,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,17.0,Other,Secondary,Certificate,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
3,18,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,18.0,Other,Secondary,Certificate,Male,25-34,No,No,Authorised absence (permision/leave),Yes,,10.0,18.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,No
3,19,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,19.0,Nurse,Secondary,Certificate,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
3,20,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,20.0,Nurse,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
3,21,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,21.0,Other,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,9.0,21.0,Other,Secondary,Certificate,Before 1990,Female,45 or older,No,"On call (pre on call, post on call)",,
3,22,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,22.0,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,4.0,22.0,Other,Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
3,23,11-50,11-50,Over 5,502.0,8.0,56.0,9.0,20.0,23.0,Other,Secondary,Certificate,Male,Younger than 25,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
4,1,5 or less,5 or less,5 or less,501.0,12.0,48.0,12.0,52.0,1.0,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
4,2,5 or less,5 or less,5 or less,501.0,12.0,48.0,12.0,52.0,2.0,Other,Secondary,Certificate,Female,25-34,Yes,No,Official mission,Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
5,1,5 or less,5 or less,5 or less,502.0,14.0,46.0,16.0,49.0,1.0,Other,Post-Secondary,None,Male,35-44,No,Yes,,Yes,,1.0,1.0,Other,Post-Secondary,Certificate,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,No
5,2,5 or less,5 or less,5 or less,502.0,14.0,46.0,16.0,49.0,2.0,Nurse,Post-Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Certificate,In the 1990s,Female,45 or older,No,Authorised absence (permision/leave),,
7,1,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,1.0,Clinical Officer,Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
7,2,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,2.0,Nurse,Secondary,Certificate,Female,35-44,Yes,No,Training/seminar/meeting,Yes,,2.0,2.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
7,3,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,3.0,Other,Secondary,Certificate,Male,45 or older,No,No,Official mission,Yes,,3.0,3.0,Other,Secondary,Certificate,Before 1990,Male,45 or older,No,Authorised absence (permision/leave),,
7,4,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,4.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
7,5,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,5.0,Other,Secondary,Certificate,Female,25-34,No,No,Sickness/maternity,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Laboratory/investigations/X-ray,No
7,6,6-10,6-10,5 or less,503.0,14.0,54.0,15.0,2.0,6.0,Other,Secondary,Certificate,Male,25-34,No,Yes,,Yes,,6.0,6.0,Other,Secondary,Certificate,After 2000,Male,25-34,No,Authorised absence (permision/leave),,
8,1,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,1.0,Nurse,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,1.0,1.0,Nurse,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,Yes
8,2,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,2.0,Other,Primary,None,Female,25-34,No,Yes,,Yes,,3.0,2.0,Other,Primary,None,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
8,3,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,3.0,Nurse,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,10.0,3.0,Nurse,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,No
8,4,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,4.0,Nurse,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,5.0,4.0,Nurse,Secondary,Certificate,In the 1990s,Female,45 or older,No,Authorised absence (permision/leave),,
8,5,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,5.0,Other,Secondary,Certificate,Male,25-34,No,Yes,,Yes,,2.0,5.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,No
8,6,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,6.0,Other,Primary,None,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
8,7,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,7.0,Other,Primary,None,Female,25-34,No,Yes,,Yes,,8.0,7.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
8,8,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,8.0,Other,Primary,None,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
8,9,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,9.0,Nurse,Secondary,Certificate,Male,25-34,No,No,Official mission,Yes,,6.0,9.0,Nurse,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
8,10,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,10.0,Clinical Officer,Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,9.0,10.0,Clinical Officer,Secondary,Diploma,Before 1990,Female,45 or older,No,Official mission,,
8,11,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,11.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
8,12,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,12.0,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,4.0,12.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
8,13,11-50,11-50,5 or less,501.0,8.0,52.0,9.0,19.0,13.0,Other,Primary,None,Female,45 or older,No,Yes,,Yes,,7.0,13.0,Other,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
9,1,5 or less,5 or less,5 or less,503.0,9.0,0.0,9.0,20.0,1.0,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
9,2,5 or less,5 or less,5 or less,503.0,9.0,0.0,9.0,20.0,2.0,Other,Secondary,Certificate,Female,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
10,1,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,1.0,Other,Primary,None,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
10,2,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,2.0,Other,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,2.0,2.0,Other,Primary,None,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
10,3,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,3.0,Nurse,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,10.0,3.0,Nurse,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,No
10,4,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,4.0,Nurse,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,8.0,4.0,Nurse,Primary,Certificate,In the 1990s,Female,45 or older,No,"On call (pre on call, post on call)",,
10,5,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,5.0,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
10,6,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,6.0,Nurse,Secondary,Certificate,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
10,7,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,7.0,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,9.0,7.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
10,8,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,8.0,Nurse,Secondary,Diploma,Female,25-34,No,No,Training/seminar/meeting,Yes,,6.0,8.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,No,Authorised absence (permision/leave),,
10,9,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,9.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,Training/seminar/meeting,Yes,,1.0,9.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,No
10,10,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,10.0,Clinical Officer,Secondary,Certificate,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
10,11,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,11.0,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,4.0,11.0,Clinical Officer,Secondary,Certificate,Before 1990,Male,45 or older,No,"On call (pre on call, post on call)",,
10,12,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,12.0,Other,Primary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
10,13,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,13.0,Other,Primary,None,Female,35-44,No,No,Official mission,Yes,,3.0,13.0,Other,Primary,None,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
10,14,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,14.0,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,Yes,,5.0,14.0,Nurse,Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
10,15,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,15.0,Nurse,Secondary,Certificate,Female,35-44,No,No,Training/seminar/meeting,Yes,,7.0,15.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
10,16,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,16.0,Doctor,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
10,17,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,17.0,Nurse,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
10,18,11-50,11-50,Over 5,503.0,12.0,8.0,13.0,4.0,18.0,Other,Secondary,Certificate,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
11,1,5 or less,5 or less,5 or less,503.0,8.0,32.0,8.0,48.0,1.0,Other,Primary,Certificate,Female,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Primary,Certificate,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,No
11,2,5 or less,5 or less,5 or less,503.0,8.0,32.0,8.0,48.0,2.0,Other,Secondary,Certificate,Female,35-44,Yes,No,Sickness/maternity,Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,Female,35-44,No,Sickness/maternity,,
11,3,5 or less,5 or less,5 or less,503.0,8.0,32.0,8.0,48.0,3.0,Nurse,Secondary,Certificate,Female,25-34,Yes,Yes,,Yes,Yes,3.0,3.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
12,1,5 or less,5 or less,5 or less,501.0,12.0,39.0,12.0,42.0,1.0,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
12,2,5 or less,5 or less,5 or less,501.0,12.0,39.0,12.0,42.0,2.0,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,Yes,Yes,2.0,2.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
13,1,5 or less,5 or less,5 or less,502.0,9.0,10.0,9.0,21.0,1.0,Nurse,Secondary,Certificate,Female,Younger than 25,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,No
13,2,5 or less,5 or less,5 or less,502.0,9.0,10.0,9.0,21.0,2.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
15,1,5 or less,5 or less,5 or less,502.0,8.0,37.0,8.0,38.0,1.0,Other,Primary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Primary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes
17,1,5 or less,5 or less,5 or less,502.0,14.0,19.0,14.0,31.0,1.0,Nurse,Post-Secondary,Certificate,Female,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
18,1,5 or less,5 or less,5 or less,502.0,14.0,12.0,14.0,21.0,1.0,Nurse,Secondary,Certificate,Male,25-34,Yes,No,Training/seminar/meeting,Yes,,1.0,1.0,Nurse,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
18,2,5 or less,5 or less,5 or less,502.0,14.0,12.0,14.0,21.0,2.0,Other,Secondary,None,Female,25-34,Yes,No,On strike,Yes,,2.0,2.0,Other,Secondary,None,After 2000,Female,25-34,Yes,,Laboratory/investigations/X-ray,No
18,3,5 or less,5 or less,5 or less,502.0,14.0,12.0,14.0,21.0,3.0,Other,Secondary,None,Female,35-44,Yes,Yes,,Yes,Yes,3.0,3.0,Other,Secondary,None,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
20,1,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,1.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,10.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
20,2,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,2.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20,3,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,3.0,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,3.0,3.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Discussion with colleages/staff meeting,No
20,4,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,4.0,Nurse,Post-Secondary,Diploma,Female,45 or older,No,Yes,,Yes,,5.0,4.0,Nurse,Post-Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
20,5,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,5.0,Other,Post-Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,6.0,5.0,Other,Post-Secondary,Certificate,In the 1990s,Female,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
20,6,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,6.0,Other,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20,7,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,7.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,4.0,7.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
20,8,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,8.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20,9,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,9.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,9.0,9.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
20,10,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,10.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,7.0,10.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
20,11,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,11.0,Other,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20,12,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,12.0,Other,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20,13,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,13.0,Other,Post-Secondary,Diploma,Female,25-34,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
20,14,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,14.0,Other,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,2.0,14.0,Other,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
20,15,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,15.0,Other,Post-Secondary,Certificate,Male,25-34,No,No,"On call (pre on call, post on call)",Yes,,1.0,15.0,Other,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
20,16,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,16.0,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
20,17,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,17.0,Nurse,Post-Secondary,Diploma,Male,25-34,No,Yes,,Yes,,8.0,17.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
20,18,11-50,11-50,5 or less,502.0,13.0,20.0,15.0,4.0,18.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
21,1,6-10,5 or less,5 or less,503.0,10.0,3.0,12.0,27.0,1.0,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Certificate,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,No
21,2,6-10,5 or less,5 or less,503.0,10.0,3.0,12.0,27.0,2.0,Nurse,Secondary,Certificate,Female,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,2.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
21,3,6-10,5 or less,5 or less,503.0,10.0,3.0,12.0,27.0,3.0,Nurse,Secondary,Certificate,Female,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,3.0,Nurse,Secondary,Certificate,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,No
21,4,6-10,5 or less,5 or less,503.0,10.0,3.0,12.0,27.0,4.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Laboratory/investigations/X-ray,No
21,5,6-10,5 or less,5 or less,503.0,10.0,3.0,12.0,27.0,5.0,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
22,1,Over 50,Over 50,Over 5,502.0,13.0,26.0,14.0,12.0,1.0,Other,Post-Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
